ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
41,41,pɛ́:,age-None,false,expert,Hantgan2018,,,
42,42,pɛ́:,age-None,false,expert,Hantgan2018,,,
43,43,dántán,animal-None,false,expert,Hantgan2018,,,
44,44,yíríbɛ̀,animal-None,false,expert,Hantgan2018,,,
45,45,dá:bà-m,animal-None,false,expert,Hantgan2018,,,
46,46,àrsɛ̌:,animal-None,false,expert,Hantgan2018,,,
47,47,kɔ́mbɔ̀,animal-None,false,expert,Hantgan2018,,,
48,48,daaba,animal-None,false,expert,Hantgan2018,,,
49,49,àsɛ̀gɛ́,animal-None,false,expert,Hantgan2018,,,
50,50,dáábā,animal-None,false,expert,Hantgan2018,,,
51,51,dèbù bɛ́lí,animal-None,false,expert,Hantgan2018,,,
52,52,dúmɛ́-ŋgó,animal-None,false,expert,Hantgan2018,,,
53,53,gàsɛ̀gɛ́,animal-None,false,expert,Hantgan2018,,,
54,54,dá:bá,animal-None,false,expert,Hantgan2018,,,
55,55,àsɛ̀gɛ́,animal-None,false,expert,Hantgan2018,,,
56,56,dá:bbà,animal-None,false,expert,Hantgan2018,,,
57,57,dá:bbà:,animal-None,false,expert,Hantgan2018,,,
58,58,àsɛ̀gɛ́,animal-None,false,expert,Hantgan2018,,,
59,59,bèl,animal-None,false,expert,Hantgan2018,,,
60,60,gìrⁿí árúsɛ̀gɛ̀,animal-None,false,expert,Hantgan2018,,,
61,61,bɛ̀lú,animal-None,false,expert,Hantgan2018,,,
62,62,àrùzàká,animal-None,false,expert,Hantgan2018,,,
63,63,àzɛ̀gɛ̀,animal-None,false,expert,Hantgan2018,,,
64,64,àrùsɛ̀gɛ́,animal-None,false,expert,Hantgan2018,,,
65,65,lá-mìnɛ́,answer-None,false,expert,Hantgan2018,,,
66,66,yòò-rò,answer-None,false,expert,Hantgan2018,,,
67,67,kísɛ́,answer-None,false,expert,Hantgan2018,,,
68,68,sá,answer-None,false,expert,Hantgan2018,,,
69,69,kíjɛ̀,answer-None,false,expert,Hantgan2018,,,
70,70,sá:,answer-None,false,expert,Hantgan2018,,,
71,71,ábú-lè,answer-None,false,expert,Hantgan2018,,,
72,72,sá:,answer-None,false,expert,Hantgan2018,,,
73,73,kíjɛ́,answer-None,false,expert,Hantgan2018,,,
74,74,sá:,answer-None,false,expert,Hantgan2018,,,
75,75,tù:,answer-None,false,expert,Hantgan2018,,,
76,76,tùrù,answer-None,false,expert,Hantgan2018,,,
77,77,sá:m,answer-None,false,expert,Hantgan2018,,,
78,78,cígírɔ́,answer-None,false,expert,Hantgan2018,,,
79,79,sá:,answer-None,false,expert,Hantgan2018,,,
80,80,sáwá,answer-None,false,expert,Hantgan2018,,,
81,81,císú,answer-None,false,expert,Hantgan2018,,,
82,82,m̀bò sá:,answer-None,false,expert,Hantgan2018,,,
83,83,sá:,answer-None,false,expert,Hantgan2018,,,
84,84,kōmpàà,armpit-None,false,expert,Hantgan2018,,,
85,85,ár kɛ́ndɛ̀,armpit-None,false,expert,Hantgan2018,,,
86,86,àr kɛ́lɛ̀,armpit-None,false,expert,Hantgan2018,,,
87,87,nawki,armpit-None,false,expert,Hantgan2018,,,
88,88,kì kàrá,armpit-None,false,expert,Hantgan2018,,,
89,89,kɛ̄ lɛ̄mù,armpit-None,false,expert,Hantgan2018,,,
90,90,kárá kárá súgù,armpit-None,false,expert,Hantgan2018,,,
91,91,kà kàrâ: kùl,armpit-None,false,expert,Hantgan2018,,,
92,92,ɛ̀rɛ̀ kɛ̀ndɛ̂,armpit-None,false,expert,Hantgan2018,,,
93,93,kàrà kàrà,armpit-None,false,expert,Hantgan2018,,,
94,94,kà kàrá,armpit-None,false,expert,Hantgan2018,,,
95,95,fátò,armpit-None,false,expert,Hantgan2018,,,
96,96,fàtò,armpit-None,false,expert,Hantgan2018,,,
97,97,kà kàrá,armpit-None,false,expert,Hantgan2018,,,
98,98,kàrà kàrà,armpit-None,false,expert,Hantgan2018,,,
99,99,kà kàrá,armpit-None,false,expert,Hantgan2018,,,
100,100,ká kárú,armpit-None,false,expert,Hantgan2018,,,
101,101,ìr kílá,armpit-None,false,expert,Hantgan2018,,,
102,102,kà gádà,armpit-None,false,expert,Hantgan2018,,,
103,103,kí kárú,armpit-None,false,expert,Hantgan2018,,,
104,104,twàà-rà,arrive-None,false,expert,Hantgan2018,,,
105,105,dɔ́,arrive-None,false,expert,Hantgan2018,,,
106,106,dɔ̌,arrive-None,false,expert,Hantgan2018,,,
107,107,dín-nɛ̀,arrive-None,false,expert,Hantgan2018,,,
108,108,yottaa-de,arrive-None,false,expert,Hantgan2018,,,
109,109,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
110,110,kìyɛ̀wⁿ,arrive-None,false,expert,Hantgan2018,,,
111,111,dín-yɛ̂:,arrive-None,false,expert,Hantgan2018,,,
112,112,dw-ɛ̂:,arrive-None,false,expert,Hantgan2018,,,
113,113,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
114,114,túb-yɛ̀,arrive-None,false,expert,Hantgan2018,,,
115,115,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
116,116,tɔ́:,arrive-None,false,expert,Hantgan2018,,,
117,117,tó:,arrive-None,false,expert,Hantgan2018,,,
118,118,dɔ̌,arrive-None,false,expert,Hantgan2018,,,
119,119,áyó,arrive-None,false,expert,Hantgan2018,,,
120,120,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
121,121,dɔ̀ɔ́,arrive-None,false,expert,Hantgan2018,,,
122,122,dɔ́,arrive-None,false,expert,Hantgan2018,,,
123,123,dɔ́,arrive-None,false,expert,Hantgan2018,,,
124,124,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
125,125,tùɥɛ̀,ash-None,false,expert,Hantgan2018,,,
126,126,dɔ̀yⁿ ɔ̌yⁿ,ash-None,false,expert,Hantgan2018,,,
127,127,dɔ̀yⁿ ɔ̌yⁿ,ash-None,false,expert,Hantgan2018,,,
128,128,díwɔ̀,ash-None,false,expert,Hantgan2018,,,
129,129,dɔ̀yⁿɔ́,ash-None,false,expert,Hantgan2018,,,
130,130,síbō,ash-None,false,expert,Hantgan2018,,,
131,131,dwɛ̂:,ash-None,false,expert,Hantgan2018,,,
132,132,dɔ̀dɛ̌:-ŋgó,ash-None,false,expert,Hantgan2018,,,
133,133,dùyá,ash-None,false,expert,Hantgan2018,,,
134,134,dwɛ̀:,ash-None,false,expert,Hantgan2018,,,
135,135,dɔ̀yⁿɔ́,ash-None,false,expert,Hantgan2018,,,
136,136,bó:sú,ash-None,false,expert,Hantgan2018,,,
137,137,bó:só,ash-None,false,expert,Hantgan2018,,,
138,138,dɔ̀ɛ́,ash-None,false,expert,Hantgan2018,,,
139,139,dwɛ́:,ash-None,false,expert,Hantgan2018,,,
140,140,dɔ̀yⁿɛ́,ash-None,false,expert,Hantgan2018,,,
141,141,úndɔ́,ash-None,false,expert,Hantgan2018,,,
142,142,dòwⁿ òsú,ash-None,false,expert,Hantgan2018,,,
143,143,dɔ̀yⁿɛ̀,ash-None,false,expert,Hantgan2018,,,
144,144,únɔ̀,ash-None,false,expert,Hantgan2018,,,
145,145,ɡīìⁿ,back-None,false,expert,Hantgan2018,,,
146,146,tùndú,back-None,false,expert,Hantgan2018,,,
147,147,tùlù kɛ́lɛ̀,back-None,false,expert,Hantgan2018,,,
148,148,pùmbù,back-None,false,expert,Hantgan2018,,,
149,149,caggal,back-None,false,expert,Hantgan2018,,,
150,150,gǔn,back-None,false,expert,Hantgan2018,,,
151,151,túndú,back-None,false,expert,Hantgan2018,,,
152,152,bàndí-ŋgé,back-None,false,expert,Hantgan2018,,,
153,153,tùndù bìrⁿɛ́,back-None,false,expert,Hantgan2018,,,
154,154,túndú,back-None,false,expert,Hantgan2018,,,
155,155,tùr kɛ́lɛ́,back-None,false,expert,Hantgan2018,,,
156,156,bandɛ̀,back-None,false,expert,Hantgan2018,,,
157,157,bàndè,back-None,false,expert,Hantgan2018,,,
158,158,kúndú-gó,back-None,false,expert,Hantgan2018,,,
159,159,túnú,back-None,false,expert,Hantgan2018,,,
160,160,dògò kɛ́nɛ́,back-None,false,expert,Hantgan2018,,,
161,161,ònnú,back-None,false,expert,Hantgan2018,,,
162,162,tùŋɔ́,back-None,false,expert,Hantgan2018,,,
163,163,tùnù,back-None,false,expert,Hantgan2018,,,
164,164,ònɔ́,back-None,false,expert,Hantgan2018,,,
165,165,júgú-máⁿ,bad-None,false,expert,Hantgan2018,,,
166,166,yáŋɡā,bad-None,false,expert,Hantgan2018,,,
167,167,m̀bɔ̀sú,bad-None,false,expert,Hantgan2018,,,
168,168,mɔ̀sú,bad-None,false,expert,Hantgan2018,,,
169,169,ɲàmì,bad-None,false,expert,Hantgan2018,,,
170,170,bon-nde,bad-None,false,expert,Hantgan2018,,,
171,171,mɔ̀ɲú,bad-None,false,expert,Hantgan2018,,,
172,172,ɲɔ̄ŋɔ̄,bad-None,false,expert,Hantgan2018,,,
173,173,yá:lá,bad-None,false,expert,Hantgan2018,,,
174,174,nɛ̀:ndɛ́:,bad-None,false,expert,Hantgan2018,,,
175,175,mɔ̀sí,bad-None,false,expert,Hantgan2018,,,
176,176,ɲàm,bad-None,false,expert,Hantgan2018,,,
177,177,mɔ̀sú,bad-None,false,expert,Hantgan2018,,,
178,178,bɔ̀nɛ́,bad-None,false,expert,Hantgan2018,,,
179,179,bòné fùtù,bad-None,false,expert,Hantgan2018,,,
180,180,sàm-gɔ́,bad-None,false,expert,Hantgan2018,,,
181,181,mɔ́:ná,bad-None,false,expert,Hantgan2018,,,
182,182,mɔ̀ɲú,bad-None,false,expert,Hantgan2018,,,
183,183,pàdíɛ́,bad-None,false,expert,Hantgan2018,,,
184,184,mɔ̀sú,bad-None,false,expert,Hantgan2018,,,
185,185,gɔ̀mɔ̀,bad-None,false,expert,Hantgan2018,,,
186,186,mɔ̀ɲú,bad-None,false,expert,Hantgan2018,,,
187,187,ŋɔ̀mɔ́,bark-None,false,expert,Hantgan2018,,,
188,188,kūɥɛ̀,bark-None,false,expert,Hantgan2018,,,
189,189,tùndú,bark-None,false,expert,Hantgan2018,,,
190,190,kù kòmbî:,bark-None,false,expert,Hantgan2018,,,
191,191,kòbàlì,bark-None,false,expert,Hantgan2018,,,
192,192,koɓolal,bark-None,false,expert,Hantgan2018,,,
193,193,jêy,bark-None,false,expert,Hantgan2018,,,
194,194,jùgù wógō,bark-None,false,expert,Hantgan2018,,,
195,195,kòmbòlí,bark-None,false,expert,Hantgan2018,,,
196,196,tùmà pô:,bark-None,false,expert,Hantgan2018,,,
197,197,témbú,bark-None,false,expert,Hantgan2018,,,
198,198,gɛ̂:ⁿ,bark-None,false,expert,Hantgan2018,,,
199,199,kókómbú,bark-None,false,expert,Hantgan2018,,,
200,200,kóptò,bark-None,false,expert,Hantgan2018,,,
201,201,kóbé,bark-None,false,expert,Hantgan2018,,,
202,202,kóy,bark-None,false,expert,Hantgan2018,,,
203,203,kòkǒ:,bark-None,false,expert,Hantgan2018,,,
204,204,jóyⁿ,bark-None,false,expert,Hantgan2018,,,
205,205,kǒw,bark-None,false,expert,Hantgan2018,,,
206,206,tìmè sábú,bark-None,false,expert,Hantgan2018,,,
207,207,sèmbò,beard-None,false,expert,Hantgan2018,,,
208,208,bɛ᷈yⁿ,beard-None,false,expert,Hantgan2018,,,
209,209,bɛ᷈yⁿ,beard-None,false,expert,Hantgan2018,,,
210,210,ʔɔ̀ndɔ́ kùlɛ̀,beard-None,false,expert,Hantgan2018,,,
211,211,waare,beard-None,false,expert,Hantgan2018,,,
212,212,bɛ̀w kúrɔ́,beard-None,false,expert,Hantgan2018,,,
213,213,ʃìmbò cí,beard-None,false,expert,Hantgan2018,,,
214,214,bé:ⁿ kùlɛ̀,beard-None,false,expert,Hantgan2018,,,
215,215,bɛ̂:ŋgò,beard-None,false,expert,Hantgan2018,,,
216,216,bɛ̀ bɛ᷈:,beard-None,false,expert,Hantgan2018,,,
217,217,dɔ́mjɔ́ kùlɛ̀,beard-None,false,expert,Hantgan2018,,,
218,218,bɛ̀ bɛ̌w,beard-None,false,expert,Hantgan2018,,,
219,219,kà:bè,beard-None,false,expert,Hantgan2018,,,
220,220,bèyà: kúlà,beard-None,false,expert,Hantgan2018,,,
221,221,yéná kùlè-ŋgé,beard-None,false,expert,Hantgan2018,,,
222,222,bɛ̌,beard-None,false,expert,Hantgan2018,,,
223,223,bɛ̀ɛ́,beard-None,false,expert,Hantgan2018,,,
224,224,bɛ̌w,beard-None,false,expert,Hantgan2018,,,
225,225,bìyà kùlà,beard-None,false,expert,Hantgan2018,,,
226,226,bɛ̌:,beard-None,false,expert,Hantgan2018,,,
227,227,cɛ̀ɲí,beautiful-None,false,expert,Hantgan2018,,,
228,228,báákò,beautiful-None,false,expert,Hantgan2018,,,
229,229,ɛ́sù-m,beautiful-None,false,expert,Hantgan2018,,,
230,230,ɛ̀sú,beautiful-None,false,expert,Hantgan2018,,,
231,231,sèlè,beautiful-None,false,expert,Hantgan2018,,,
232,232,lobb,beautiful-None,false,expert,Hantgan2018,,,
233,233,ɛju,beautiful-None,false,expert,Hantgan2018,,,
234,234,māɲɔ̄wⁿ,beautiful-None,false,expert,Hantgan2018,,,
235,235,yá:gá,beautiful-None,false,expert,Hantgan2018,,,
236,236,nálɛ́:,beautiful-None,false,expert,Hantgan2018,,,
237,237,ɛ̀sí,beautiful-None,false,expert,Hantgan2018,,,
238,238,yágá,beautiful-None,false,expert,Hantgan2018,,,
239,239,ɛ̀sú,beautiful-None,false,expert,Hantgan2018,,,
240,240,mù:lí-yà,beautiful-None,false,expert,Hantgan2018,,,
241,241,sɔ̀wɔ̌:,beautiful-None,false,expert,Hantgan2018,,,
242,242,ɛ́dɛ̀:,beautiful-None,false,expert,Hantgan2018,,,
243,243,yágá,beautiful-None,false,expert,Hantgan2018,,,
244,244,sɛ́ⁿ,beautiful-None,false,expert,Hantgan2018,,,
245,245,ɛ̀sú,beautiful-None,false,expert,Hantgan2018,,,
246,246,jɛ̀rⁿú,beautiful-None,false,expert,Hantgan2018,,,
247,247,ɛ̀zù,beautiful-None,false,expert,Hantgan2018,,,
248,248,ɛ̀jú,beautiful-None,false,expert,Hantgan2018,,,
249,249,dábɔ́,begin-None,false,expert,Hantgan2018,,,
250,250,tììndà,begin-None,false,expert,Hantgan2018,,,
251,251,túmbí-rí,begin-None,false,expert,Hantgan2018,,,
252,252,túmdí,begin-None,false,expert,Hantgan2018,,,
253,253,dɔ́gú-lɛ̀,begin-None,false,expert,Hantgan2018,,,
254,254,fuɗɗu-de,begin-None,false,expert,Hantgan2018,,,
255,255,túmnó,begin-None,false,expert,Hantgan2018,,,
256,256,ǹsīnì,begin-None,false,expert,Hantgan2018,,,
257,257,dɔ́gɛ́,begin-None,false,expert,Hantgan2018,,,
258,258,jàŋgí,begin-None,false,expert,Hantgan2018,,,
259,259,tɔ́rɔ́,begin-None,false,expert,Hantgan2018,,,
260,260,dɔ́gú-lɛ̀,begin-None,false,expert,Hantgan2018,,,
261,261,nɔ́:,begin-None,false,expert,Hantgan2018,,,
262,262,síntîn,begin-None,false,expert,Hantgan2018,,,
263,263,síntîn,begin-None,false,expert,Hantgan2018,,,
264,264,tɔ́:,begin-None,false,expert,Hantgan2018,,,
265,265,túmbú-lɔ́,begin-None,false,expert,Hantgan2018,,,
266,266,tɔ́rɔ́,begin-None,false,expert,Hantgan2018,,,
267,267,tɔ́lɔ́,begin-None,false,expert,Hantgan2018,,,
268,268,dɛ̀wrú,begin-None,false,expert,Hantgan2018,,,
269,269,nɔ́,begin-None,false,expert,Hantgan2018,,,
270,270,tɔ́lɔ́,begin-None,false,expert,Hantgan2018,,,
271,271,fùrú,belly-None,false,expert,Hantgan2018,,,
272,272,kòrè,belly-None,false,expert,Hantgan2018,,,
273,273,pìré,belly-None,false,expert,Hantgan2018,,,
274,274,pìré,belly-None,false,expert,Hantgan2018,,,
275,275,dólè,belly-None,false,expert,Hantgan2018,,,
276,276,reedu,belly-None,false,expert,Hantgan2018,,,
277,277,bɛrɛ,belly-None,false,expert,Hantgan2018,,,
278,278,nù,belly-None,false,expert,Hantgan2018,,,
279,279,píjí,belly-None,false,expert,Hantgan2018,,,
280,280,kûl,belly-None,false,expert,Hantgan2018,,,
281,281,bèndé,belly-None,false,expert,Hantgan2018,,,
282,282,jàŋgà,belly-None,false,expert,Hantgan2018,,,
283,283,bɛ̀rɛ́,belly-None,false,expert,Hantgan2018,,,
284,284,bɛ́:rǎ:,belly-None,false,expert,Hantgan2018,,,
285,285,fúttó,belly-None,false,expert,Hantgan2018,,,
286,286,bɛ̀rǎ:,belly-None,false,expert,Hantgan2018,,,
287,287,pìndì,belly-None,false,expert,Hantgan2018,,,
288,288,bǐn,belly-None,false,expert,Hantgan2018,,,
289,289,bɛ̀rɛ́,belly-None,false,expert,Hantgan2018,,,
290,290,bèté,belly-None,false,expert,Hantgan2018,,,
291,291,bɛ̀dɛ̀,belly-None,false,expert,Hantgan2018,,,
292,292,bɛ̀rɛ́,belly-None,false,expert,Hantgan2018,,,
293,293,tāà,beside-None,false,expert,Hantgan2018,,,
294,294,kěrû,beside-None,false,expert,Hantgan2018,,,
295,295,wò,beside-None,false,expert,Hantgan2018,,,
296,296,kúmà,beside-None,false,expert,Hantgan2018,,,
297,297,bannge,beside-None,false,expert,Hantgan2018,,,
298,298,dìî,beside-None,false,expert,Hantgan2018,,,
299,299,báŋgù:ⁿ,beside-None,false,expert,Hantgan2018,,,
300,300,sɔ̀n,beside-None,false,expert,Hantgan2018,,,
301,301,gò,beside-None,false,expert,Hantgan2018,,,
302,302,páŋ̀,beside-None,false,expert,Hantgan2018,,,
303,303,bélè,beside-None,false,expert,Hantgan2018,,,
304,304,kèr,beside-None,false,expert,Hantgan2018,,,
305,305,kɛ́rɛ̀-gá,beside-None,false,expert,Hantgan2018,,,
306,306,nɛ̀,beside-None,false,expert,Hantgan2018,,,
307,307,ŋà,beside-None,false,expert,Hantgan2018,,,
308,308,bɛ́:gɛ̀rɛ̀,beside-None,false,expert,Hantgan2018,,,
309,309,táŋá-nɛ,beside-None,false,expert,Hantgan2018,,,
310,310,kù,beside-None,false,expert,Hantgan2018,,,
311,311,nà,beside-None,false,expert,Hantgan2018,,,
312,312,gè-nɛ̀,beside-None,false,expert,Hantgan2018,,,
313,313,híílɛ́,betray-None,false,expert,Hantgan2018,,,
314,314,dɔ̀ɡɔ̀-rɔ̀,betray-None,false,expert,Hantgan2018,,,
315,315,jàmbí,betray-None,false,expert,Hantgan2018,,,
316,316,jamba,betray-None,false,expert,Hantgan2018,,,
317,317,jàmá,betray-None,false,expert,Hantgan2018,,,
318,318,híílā,betray-None,false,expert,Hantgan2018,,,
319,319,jàmbá,betray-None,false,expert,Hantgan2018,,,
320,320,jámbɛ́,betray-None,false,expert,Hantgan2018,,,
321,321,jàmbí,betray-None,false,expert,Hantgan2018,,,
322,322,jàmbá,betray-None,false,expert,Hantgan2018,,,
323,323,zàmbá,betray-None,false,expert,Hantgan2018,,,
324,324,zàmbà,betray-None,false,expert,Hantgan2018,,,
325,325,zàmbí,betray-None,false,expert,Hantgan2018,,,
326,326,jàmá,betray-None,false,expert,Hantgan2018,,,
327,327,káná,betray-None,false,expert,Hantgan2018,,,
328,328,zàmú,betray-None,false,expert,Hantgan2018,,,
329,329,zàmú,betray-None,false,expert,Hantgan2018,,,
330,330,jàmá,betray-None,false,expert,Hantgan2018,,,
331,331,bɔ́rⁿú,big-None,false,expert,Hantgan2018,,,
332,332,díyⁿàwⁿ,big-None,false,expert,Hantgan2018,,,
333,333,díyⁿàw,big-None,false,expert,Hantgan2018,,,
334,334,bàyⁿ,big-None,false,expert,Hantgan2018,,,
335,335,mawnu-de,big-None,false,expert,Hantgan2018,,,
336,336,gàrá,big-None,false,expert,Hantgan2018,,,
337,337,būrōŋ,big-None,false,expert,Hantgan2018,,,
338,338,bâyⁿ,big-None,false,expert,Hantgan2018,,,
339,339,gìndɔ́:,big-None,false,expert,Hantgan2018,,,
340,340,dùgí,big-None,false,expert,Hantgan2018,,,
341,341,bàyⁿ,big-None,false,expert,Hantgan2018,,,
342,342,démbé-ré,big-None,false,expert,Hantgan2018,,,
343,343,bè:rì,big-None,false,expert,Hantgan2018,,,
344,344,bè:rì,big-None,false,expert,Hantgan2018,,,
345,345,dɛ́,big-None,false,expert,Hantgan2018,,,
346,346,báy,big-None,false,expert,Hantgan2018,,,
347,347,káŋ,big-None,false,expert,Hantgan2018,,,
348,348,póó,big-None,false,expert,Hantgan2018,,,
349,349,sɛ́w,big-None,false,expert,Hantgan2018,,,
350,350,dìyá,big-None,false,expert,Hantgan2018,,,
351,351,dùgú,big-None,false,expert,Hantgan2018,,,
352,352,kɔ̀nɔ́,bird-None,false,expert,Hantgan2018,,,
353,353,dɔ̄rɛ̀ɛ̀,bird-None,false,expert,Hantgan2018,,,
354,354,nǐ:m,bird-None,false,expert,Hantgan2018,,,
355,355,nì:yⁿî-m,bird-None,false,expert,Hantgan2018,,,
356,356,ní:bè,bird-None,false,expert,Hantgan2018,,,
357,357,foondu,bird-None,false,expert,Hantgan2018,,,
358,358,sà:jî:ⁿ,bird-None,false,expert,Hantgan2018,,,
359,359,pùlēwⁿ,bird-None,false,expert,Hantgan2018,,,
360,360,ìní,bird-None,false,expert,Hantgan2018,,,
361,361,nǐ:,bird-None,false,expert,Hantgan2018,,,
362,362,lì:gí,bird-None,false,expert,Hantgan2018,,,
363,363,nèjjé,bird-None,false,expert,Hantgan2018,,,
364,364,sàsǎy,bird-None,false,expert,Hantgan2018,,,
365,365,kírò,bird-None,false,expert,Hantgan2018,,,
366,366,kírò,bird-None,false,expert,Hantgan2018,,,
367,367,àdé,bird-None,false,expert,Hantgan2018,,,
368,368,níyè,bird-None,false,expert,Hantgan2018,,,
369,369,sàjú,bird-None,false,expert,Hantgan2018,,,
370,370,sàdàá,bird-None,false,expert,Hantgan2018,,,
371,371,sǎy,bird-None,false,expert,Hantgan2018,,,
372,372,àɲàn,bird-None,false,expert,Hantgan2018,,,
373,373,sìsǎ:,bird-None,false,expert,Hantgan2018,,,
374,374,kiⁿ,bite-None,false,expert,Hantgan2018,,,
375,375,tāmbà,bite-None,false,expert,Hantgan2018,,,
376,376,kúwó,bite-None,false,expert,Hantgan2018,,,
377,377,núnjè,bite-None,false,expert,Hantgan2018,,,
378,378,ŋatu-de,bite-None,false,expert,Hantgan2018,,,
379,379,cɛ́rɛ́,bite-None,false,expert,Hantgan2018,,,
380,380,tɔ̀wⁿ,bite-None,false,expert,Hantgan2018,,,
381,381,núŋgɛ́,bite-None,false,expert,Hantgan2018,,,
382,382,kɛ́rɛ́,bite-None,false,expert,Hantgan2018,,,
383,383,kúwó,bite-None,false,expert,Hantgan2018,,,
384,384,kɛ́rɛ́,bite-None,false,expert,Hantgan2018,,,
385,385,tɔ́kɔ́,bite-None,false,expert,Hantgan2018,,,
386,386,tókó-rê,bite-None,false,expert,Hantgan2018,,,
387,387,cɛ́rɛ́,bite-None,false,expert,Hantgan2018,,,
388,388,cɛ́rɔ́,bite-None,false,expert,Hantgan2018,,,
389,389,kɛ́rɛ́,bite-None,false,expert,Hantgan2018,,,
390,390,cɛ́rú,bite-None,false,expert,Hantgan2018,,,
391,391,kɛ́dɛ́,bite-None,false,expert,Hantgan2018,,,
392,392,kɛ́rɛ́,bite-None,false,expert,Hantgan2018,,,
393,393,dɛ̀ɛ̀rù,bitter-None,false,expert,Hantgan2018,,,
394,394,gàrǔ-m,bitter-None,false,expert,Hantgan2018,,,
395,395,gárì-m,bitter-None,false,expert,Hantgan2018,,,
396,396,kàr kàr-gà,bitter-None,false,expert,Hantgan2018,,,
397,397,haaɗu-de,bitter-None,false,expert,Hantgan2018,,,
398,398,jé:rù,bitter-None,false,expert,Hantgan2018,,,
399,399,kāgājī,bitter-None,false,expert,Hantgan2018,,,
400,400,kárá kárá kánní,bitter-None,false,expert,Hantgan2018,,,
401,401,gàlí-yè,bitter-None,false,expert,Hantgan2018,,,
402,402,gárî,bitter-None,false,expert,Hantgan2018,,,
403,403,kárá kárá,bitter-None,false,expert,Hantgan2018,,,
404,404,gérù,bitter-None,false,expert,Hantgan2018,,,
405,405,hɔ́túrú,bitter-None,false,expert,Hantgan2018,,,
406,406,hóttó,bitter-None,false,expert,Hantgan2018,,,
407,407,gálɛ̀:,bitter-None,false,expert,Hantgan2018,,,
408,408,kágá-rá,bitter-None,false,expert,Hantgan2018,,,
409,409,gálá-lú,bitter-None,false,expert,Hantgan2018,,,
410,410,gòlú,bitter-None,false,expert,Hantgan2018,,,
411,411,gàl,bitter-None,false,expert,Hantgan2018,,,
412,412,gálàl,bitter-None,false,expert,Hantgan2018,,,
