ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
1132,1132,yɔ́,cry-None,false,expert,Hantgan2018,,,
1133,1133,yɔ́,cry-None,false,expert,Hantgan2018,,,
1134,1134,pê:,cry-None,false,expert,Hantgan2018,,,
1135,1135,wullu-de,cry-None,false,expert,Hantgan2018,,,
1136,1136,ɛ̌:ⁿ,cry-None,false,expert,Hantgan2018,,,
1137,1137,wō,cry-None,false,expert,Hantgan2018,,,
1138,1138,wɛ́:,cry-None,false,expert,Hantgan2018,,,
1139,1139,ɲɛ́,cry-None,false,expert,Hantgan2018,,,
1140,1140,kóyó,cry-None,false,expert,Hantgan2018,,,
1141,1141,wwɛ́:,cry-None,false,expert,Hantgan2018,,,
1142,1142,kóyó,cry-None,false,expert,Hantgan2018,,,
1143,1143,hé:ⁿ,cry-None,false,expert,Hantgan2018,,,
1144,1144,hɛ́:ⁿ,cry-None,false,expert,Hantgan2018,,,
1145,1145,kɔ́mɔ́,cry-None,false,expert,Hantgan2018,,,
1146,1146,kɔ́:ⁿ,cry-None,false,expert,Hantgan2018,,,
1147,1147,píyé,cry-None,false,expert,Hantgan2018,,,
1148,1148,yí,cry-None,false,expert,Hantgan2018,,,
1149,1149,yɛ́,cry-None,false,expert,Hantgan2018,,,
1150,1150,pí:,cry-None,false,expert,Hantgan2018,,,
1151,1151,mììŋɡá,dew-None,false,expert,Hantgan2018,,,
1152,1152,èrè rěy,dew-None,false,expert,Hantgan2018,,,
1153,1153,ìrè nî:,dew-None,false,expert,Hantgan2018,,,
1154,1154,ʔíwól-gɔ̀,dew-None,false,expert,Hantgan2018,,,
1155,1155,sawande-re,dew-None,false,expert,Hantgan2018,,,
1156,1156,òmnò ní:,dew-None,false,expert,Hantgan2018,,,
1157,1157,púújī,dew-None,false,expert,Hantgan2018,,,
1158,1158,él élè,dew-None,false,expert,Hantgan2018,,,
1159,1159,èlǎ:,dew-None,false,expert,Hantgan2018,,,
1160,1160,nì: sǒ:rô,dew-None,false,expert,Hantgan2018,,,
1161,1161,èlèlè mî:,dew-None,false,expert,Hantgan2018,,,
1162,1162,òmdò ní:,dew-None,false,expert,Hantgan2018,,,
1163,1163,hárándáwⁿ,dew-None,false,expert,Hantgan2018,,,
1164,1164,hárándáŋó,dew-None,false,expert,Hantgan2018,,,
1165,1165,è:lé:,dew-None,false,expert,Hantgan2018,,,
1166,1166,élé lé,dew-None,false,expert,Hantgan2018,,,
1167,1167,òrùmò dí:,dew-None,false,expert,Hantgan2018,,,
1168,1168,wòòbú,dew-None,false,expert,Hantgan2018,,,
1169,1169,àrándáŋ,dew-None,false,expert,Hantgan2018,,,
1170,1170,è èl,dew-None,false,expert,Hantgan2018,,,
1171,1171,wòbú,dew-None,false,expert,Hantgan2018,,,
1172,1172,sà,die-None,false,expert,Hantgan2018,,,
1173,1173,yāwɔ̀,die-None,false,expert,Hantgan2018,,,
1174,1174,tíwɛ́,die-None,false,expert,Hantgan2018,,,
1175,1175,tíwɛ́,die-None,false,expert,Hantgan2018,,,
1176,1176,dɔ́:wɛ̀,die-None,false,expert,Hantgan2018,,,
1177,1177,maay-de,die-None,false,expert,Hantgan2018,,,
1178,1178,núwⁿó,die-None,false,expert,Hantgan2018,,,
1179,1179,wà,die-None,false,expert,Hantgan2018,,,
1180,1180,máré,die-None,false,expert,Hantgan2018,,,
1181,1181,tíbɛ́,die-None,false,expert,Hantgan2018,,,
1182,1182,túwɛ́,die-None,false,expert,Hantgan2018,,,
1183,1183,dɔ́gɛ́,die-None,false,expert,Hantgan2018,,,
1184,1184,núwⁿó,die-None,false,expert,Hantgan2018,,,
1185,1185,bú:,die-None,false,expert,Hantgan2018,,,
1186,1186,bú:,die-None,false,expert,Hantgan2018,,,
1187,1187,tíbɛ́,die-None,false,expert,Hantgan2018,,,
1188,1188,tíwɔ́,die-None,false,expert,Hantgan2018,,,
1189,1189,nú:,die-None,false,expert,Hantgan2018,,,
1190,1190,yímɛ́,die-None,false,expert,Hantgan2018,,,
1191,1191,núm,die-None,false,expert,Hantgan2018,,,
1192,1192,tíbɛ́,die-None,false,expert,Hantgan2018,,,
1193,1193,yíwⁿɛ́,die-None,false,expert,Hantgan2018,,,
1194,1194,jaɡa,dig-None,false,expert,Hantgan2018,,,
1195,1195,kììndù,dig-None,false,expert,Hantgan2018,,,
1196,1196,gàzí,dig-None,false,expert,Hantgan2018,,,
1197,1197,gɔ́jɛ̀,dig-None,false,expert,Hantgan2018,,,
1198,1198,asu-de,dig-None,false,expert,Hantgan2018,,,
1199,1199,jǎ:ⁿ,dig-None,false,expert,Hantgan2018,,,
1200,1200,sàgà,dig-None,false,expert,Hantgan2018,,,
1201,1201,gánjé,dig-None,false,expert,Hantgan2018,,,
1202,1202,gǔl,dig-None,false,expert,Hantgan2018,,,
1203,1203,gànjí,dig-None,false,expert,Hantgan2018,,,
1204,1204,gájé,dig-None,false,expert,Hantgan2018,,,
1205,1205,gànjá,dig-None,false,expert,Hantgan2018,,,
1206,1206,fánsí,dig-None,false,expert,Hantgan2018,,,
1207,1207,fánsí,dig-None,false,expert,Hantgan2018,,,
1208,1208,gùló,dig-None,false,expert,Hantgan2018,,,
1209,1209,kɔ́lɔ́,dig-None,false,expert,Hantgan2018,,,
1210,1210,jǎ:,dig-None,false,expert,Hantgan2018,,,
1211,1211,gùló,dig-None,false,expert,Hantgan2018,,,
1212,1212,gàsú,dig-None,false,expert,Hantgan2018,,,
1213,1213,gùló,dig-None,false,expert,Hantgan2018,,,
1214,1214,bàná,disease-None,false,expert,Hantgan2018,,,
1215,1215,dɛ̀ɡɛ̀,disease-None,false,expert,Hantgan2018,,,
1216,1216,ɔ̀:rɔ̌-n,disease-None,false,expert,Hantgan2018,,,
1217,1217,ɔ̀:rɔ̌-y,disease-None,false,expert,Hantgan2018,,,
1218,1218,ʔúrù,disease-None,false,expert,Hantgan2018,,,
1219,1219,ɲaw,disease-None,false,expert,Hantgan2018,,,
1220,1220,sì:ⁿlɛ́,disease-None,false,expert,Hantgan2018,,,
1221,1221,wɔ̀bɔ̀,disease-None,false,expert,Hantgan2018,,,
1222,1222,úrù,disease-None,false,expert,Hantgan2018,,,
1223,1223,sà:mǎ-n,disease-None,false,expert,Hantgan2018,,,
1224,1224,mùrⁿá,disease-None,false,expert,Hantgan2018,,,
1225,1225,ùrù,disease-None,false,expert,Hantgan2018,,,
1226,1226,šì:ná,disease-None,false,expert,Hantgan2018,,,
1227,1227,jáŋgórò,disease-None,false,expert,Hantgan2018,,,
1228,1228,záññɔ́:,disease-None,false,expert,Hantgan2018,,,
1229,1229,dɔ̀rɔ́,disease-None,false,expert,Hantgan2018,,,
1230,1230,úrú,disease-None,false,expert,Hantgan2018,,,
1231,1231,nùrⁿú,disease-None,false,expert,Hantgan2018,,,
1232,1232,jím,disease-None,false,expert,Hantgan2018,,,
1233,1233,lùrɔ́,disease-None,false,expert,Hantgan2018,,,
1234,1234,cìŋ,disease-None,false,expert,Hantgan2018,,,
1235,1235,jîm,disease-None,false,expert,Hantgan2018,,,
1236,1236,táxá-ndí,divide-None,false,expert,Hantgan2018,,,
1237,1237,ɡùyɛ̀-ndɛ̀,divide-None,false,expert,Hantgan2018,,,
1238,1238,kérí-yé,divide-None,false,expert,Hantgan2018,,,
1239,1239,kérí-yé,divide-None,false,expert,Hantgan2018,,,
1240,1240,gámbá-gè,divide-None,false,expert,Hantgan2018,,,
1241,1241,feccu-de,divide-None,false,expert,Hantgan2018,,,
1242,1242,gàmà-rⁿá,divide-None,false,expert,Hantgan2018,,,
1243,1243,púrú-gè,divide-None,false,expert,Hantgan2018,,,
1244,1244,ká:ŋgí-y,divide-None,false,expert,Hantgan2018,,,
1245,1245,kérí-yé,divide-None,false,expert,Hantgan2018,,,
1246,1246,wélá-gè,divide-None,false,expert,Hantgan2018,,,
1247,1247,gàm-dá,divide-None,false,expert,Hantgan2018,,,
1248,1248,zèm-nà,divide-None,false,expert,Hantgan2018,,,
1249,1249,zá:n-dú,divide-None,false,expert,Hantgan2018,,,
1250,1250,gèrí:,divide-None,false,expert,Hantgan2018,,,
1251,1251,úndú-yó,divide-None,false,expert,Hantgan2018,,,
1252,1252,gàmí-rⁿì,divide-None,false,expert,Hantgan2018,,,
1253,1253,kábí-lɛ́,divide-None,false,expert,Hantgan2018,,,
1254,1254,hélú,divide-None,false,expert,Hantgan2018,,,
1255,1255,gàmbú-lɛ́,divide-None,false,expert,Hantgan2018,,,
1256,1256,gàmá-lá,divide-None,false,expert,Hantgan2018,,,
1257,1257,kùrɛ̀ɛ̀,dog-None,false,expert,Hantgan2018,,,
1258,1258,ǹjèrû-m,dog-None,false,expert,Hantgan2018,,,
1259,1259,ìnjɛ̌-m,dog-None,false,expert,Hantgan2018,,,
1260,1260,ʔínjɛ̀,dog-None,false,expert,Hantgan2018,,,
1261,1261,bilaaru,dog-None,false,expert,Hantgan2018,,,
1262,1262,ìjú,dog-None,false,expert,Hantgan2018,,,
1263,1263,kúŋgólō,dog-None,false,expert,Hantgan2018,,,
1264,1264,ínjɛ̀,dog-None,false,expert,Hantgan2018,,,
1265,1265,ŋ̀gwɛ̌:,dog-None,false,expert,Hantgan2018,,,
1266,1266,nɛ̀rⁿî,dog-None,false,expert,Hantgan2018,,,
1267,1267,ŋkɛ̀,dog-None,false,expert,Hantgan2018,,,
1268,1268,ìšú,dog-None,false,expert,Hantgan2018,,,
1269,1269,hánsì,dog-None,false,expert,Hantgan2018,,,
1270,1270,hánsó,dog-None,false,expert,Hantgan2018,,,
1271,1271,ìnjɛ̌:,dog-None,false,expert,Hantgan2018,,,
1272,1272,í:njɛ́,dog-None,false,expert,Hantgan2018,,,
1273,1273,ìsí,dog-None,false,expert,Hantgan2018,,,
1274,1274,ìsé,dog-None,false,expert,Hantgan2018,,,
1275,1275,nènú,dog-None,false,expert,Hantgan2018,,,
1276,1276,ìnjɛ̀,dog-None,false,expert,Hantgan2018,,,
1277,1277,ìjú,dog-None,false,expert,Hantgan2018,,,
1278,1278,fàlí,donkey-None,false,expert,Hantgan2018,,,
1279,1279,kóróŋɡò,donkey-None,false,expert,Hantgan2018,,,
1280,1280,dúrù-m,donkey-None,false,expert,Hantgan2018,,,
1281,1281,súrú bɔ̀ŋgɔ̂-m,donkey-None,false,expert,Hantgan2018,,,
1282,1282,kólómù,donkey-None,false,expert,Hantgan2018,,,
1283,1283,mbabba,donkey-None,false,expert,Hantgan2018,,,
1284,1284,jàndúrú,donkey-None,false,expert,Hantgan2018,,,
1285,1285,ʃēmp ùwò,donkey-None,false,expert,Hantgan2018,,,
1286,1286,kɔ́nyɔ̀,donkey-None,false,expert,Hantgan2018,,,
1287,1287,párŋgá,donkey-None,false,expert,Hantgan2018,,,
1288,1288,súmáŋà,donkey-None,false,expert,Hantgan2018,,,
1289,1289,kòlò kòlò,donkey-None,false,expert,Hantgan2018,,,
1290,1290,jàmdúrú,donkey-None,false,expert,Hantgan2018,,,
1291,1291,fárká,donkey-None,false,expert,Hantgan2018,,,
1292,1292,fàrkò,donkey-None,false,expert,Hantgan2018,,,
1293,1293,zàmdílè,donkey-None,false,expert,Hantgan2018,,,
1294,1294,kɔ́lɔ́ŋɔ̀,donkey-None,false,expert,Hantgan2018,,,
1295,1295,jɔ̀ⁿtúrú,donkey-None,false,expert,Hantgan2018,,,
1296,1296,jàndúlú,donkey-None,false,expert,Hantgan2018,,,
1297,1297,zàndúrú,donkey-None,false,expert,Hantgan2018,,,
1298,1298,zàmdúrú,donkey-None,false,expert,Hantgan2018,,,
1299,1299,jàmdúl,donkey-None,false,expert,Hantgan2018,,,
1300,1300,mìrⁿà,door-None,false,expert,Hantgan2018,,,
1301,1301,ta᷈:ⁿ,door-None,false,expert,Hantgan2018,,,
1302,1302,ta᷈:ⁿ,door-None,false,expert,Hantgan2018,,,
1303,1303,tá,door-None,false,expert,Hantgan2018,,,
1304,1304,baafal,door-None,false,expert,Hantgan2018,,,
1305,1305,cɛ́wɛ́,door-None,false,expert,Hantgan2018,,,
1306,1306,kíbāwⁿ,door-None,false,expert,Hantgan2018,,,
1307,1307,bô:ⁿ,door-None,false,expert,Hantgan2018,,,
1308,1308,níŋgú:,door-None,false,expert,Hantgan2018,,,
1309,1309,kìyⁿâ,door-None,false,expert,Hantgan2018,,,
1310,1310,bòwⁿ,door-None,false,expert,Hantgan2018,,,
1311,1311,cíŋgɛ̀,door-None,false,expert,Hantgan2018,,,
1312,1312,gàmpù,door-None,false,expert,Hantgan2018,,,
1313,1313,hó:míyò,door-None,false,expert,Hantgan2018,,,
1314,1314,káŋgá,door-None,false,expert,Hantgan2018,,,
1315,1315,bówⁿ,door-None,false,expert,Hantgan2018,,,
1316,1316,kɛ́wɛ́,door-None,false,expert,Hantgan2018,,,
1317,1317,táá,door-None,false,expert,Hantgan2018,,,
1318,1318,gá:mú,door-None,false,expert,Hantgan2018,,,
1319,1319,sáŋ,door-None,false,expert,Hantgan2018,,,
1320,1320,tǎ:ⁿ,door-None,false,expert,Hantgan2018,,,
1321,1321,kwee,dove-None,false,expert,Hantgan2018,,,
1322,1322,wúúrɛ̀,dove-None,false,expert,Hantgan2018,,,
1323,1323,tùrùsû-m,dove-None,false,expert,Hantgan2018,,,
1324,1324,gɔ᷈:ⁿm,dove-None,false,expert,Hantgan2018,,,
1325,1325,kùnɛ̀ kúnɛ́ sǎ:mbà,dove-None,false,expert,Hantgan2018,,,
1326,1326,foondu maraandu,dove-None,false,expert,Hantgan2018,,,
1327,1327,gúmbà,dove-None,false,expert,Hantgan2018,,,
1328,1328,pùlèŋ kūwōⁿ,dove-None,false,expert,Hantgan2018,,,
1329,1329,dèbù gúmbá gúmbà,dove-None,false,expert,Hantgan2018,,,
1330,1330,gùrmbâ:,dove-None,false,expert,Hantgan2018,,,
1331,1331,jà:mbá,dove-None,false,expert,Hantgan2018,,,
1332,1332,pól málá:-ndì,dove-None,false,expert,Hantgan2018,,,
1333,1333,kà kásà,dove-None,false,expert,Hantgan2018,,,
1334,1334,kóŋɡéy,dove-None,false,expert,Hantgan2018,,,
1335,1335,kòŋgù,dove-None,false,expert,Hantgan2018,,,
1336,1336,kágádá,dove-None,false,expert,Hantgan2018,,,
1337,1337,gùlùmbá,dove-None,false,expert,Hantgan2018,,,
1338,1338,pèlè gúmó,dove-None,false,expert,Hantgan2018,,,
1339,1339,gùrùmbáá,dove-None,false,expert,Hantgan2018,,,
1340,1340,tùsû-m,dove-None,false,expert,Hantgan2018,,,
1341,1341,gùlúmbà,dove-None,false,expert,Hantgan2018,,,
1342,1342,gùrùmâ:,dove-None,false,expert,Hantgan2018,,,
1343,1343,míⁿ,drink-None,false,expert,Hantgan2018,,,
1344,1344,ŋìyⁿɛ̀-rɛ̀,drink-None,false,expert,Hantgan2018,,,
1345,1345,nɔ́,drink-None,false,expert,Hantgan2018,,,
1346,1346,nɔ̌,drink-None,false,expert,Hantgan2018,,,
1347,1347,nɛ̂:,drink-None,false,expert,Hantgan2018,,,
1348,1348,yaru-de,drink-None,false,expert,Hantgan2018,,,
1349,1349,nɔ̌:,drink-None,false,expert,Hantgan2018,,,
1350,1350,āmɛ̀wⁿ,drink-None,false,expert,Hantgan2018,,,
1351,1351,nyɛ́:,drink-None,false,expert,Hantgan2018,,,
1352,1352,nɛ́,drink-None,false,expert,Hantgan2018,,,
1353,1353,nɔ̌:,drink-None,false,expert,Hantgan2018,,,
1354,1354,hǎŋ,drink-None,false,expert,Hantgan2018,,,
1355,1355,nɛ́:,drink-None,false,expert,Hantgan2018,,,
1356,1356,nɛ̌:,drink-None,false,expert,Hantgan2018,,,
1357,1357,sémbú,drink-None,false,expert,Hantgan2018,,,
1358,1358,ɲɛ́,drink-None,false,expert,Hantgan2018,,,
1359,1359,ɲɔ́:,drink-None,false,expert,Hantgan2018,,,
1360,1360,nɔ̌:,drink-None,false,expert,Hantgan2018,,,
1361,1361,nɔ́ɔ́,drink-None,false,expert,Hantgan2018,,,
1362,1362,ní,drink-None,false,expert,Hantgan2018,,,
1363,1363,nìyⁿɛ́,drink-None,false,expert,Hantgan2018,,,
1364,1364,nɔ̌:,drink-None,false,expert,Hantgan2018,,,
1365,1365,tóní,dripfallinglobules-None,false,expert,Hantgan2018,,,
1366,1366,bīlà,dripfallinglobules-None,false,expert,Hantgan2018,,,
1367,1367,téké,dripfallinglobules-None,false,expert,Hantgan2018,,,
1368,1368,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1369,1369,tɛ́gɛ̀,dripfallinglobules-None,false,expert,Hantgan2018,,,
1370,1370,si'u-de,dripfallinglobules-None,false,expert,Hantgan2018,,,
1371,1371,lém lém bàɣá,dripfallinglobules-None,false,expert,Hantgan2018,,,
1372,1372,sólé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1373,1373,tégí,dripfallinglobules-None,false,expert,Hantgan2018,,,
1374,1374,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1375,1375,dégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1376,1376,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1377,1377,lótí,dripfallinglobules-None,false,expert,Hantgan2018,,,
1378,1378,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1379,1379,dégó,dripfallinglobules-None,false,expert,Hantgan2018,,,
1380,1380,léwé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1381,1381,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1382,1382,lékú-rú,dripfallinglobules-None,false,expert,Hantgan2018,,,
1383,1383,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1384,1384,tégé,dripfallinglobules-None,false,expert,Hantgan2018,,,
1385,1385,nogu,dry-None,false,expert,Hantgan2018,,,
1386,1386,kùwò-ndì,dry-None,false,expert,Hantgan2018,,,
1387,1387,ma᷈wⁿ,dry-None,false,expert,Hantgan2018,,,
1388,1388,màyⁿá,dry-None,false,expert,Hantgan2018,,,
1389,1389,ɲà:ŋì,dry-None,false,expert,Hantgan2018,,,
1390,1390,yoornu-de,dry-None,false,expert,Hantgan2018,,,
1391,1391,mǎyⁿ,dry-None,false,expert,Hantgan2018,,,
1392,1392,wúwò-nà,dry-None,false,expert,Hantgan2018,,,
1393,1393,máyé,dry-None,false,expert,Hantgan2018,,,
1394,1394,mǎ:-ŋgó,dry-None,false,expert,Hantgan2018,,,
1395,1395,mǎ:,dry-None,false,expert,Hantgan2018,,,
1396,1396,mǎyⁿ,dry-None,false,expert,Hantgan2018,,,
1397,1397,kɔ́w,dry-None,false,expert,Hantgan2018,,,
1398,1398,kó:gú,dry-None,false,expert,Hantgan2018,,,
1399,1399,màɛ́ⁿ,dry-None,false,expert,Hantgan2018,,,
1400,1400,máyⁿ,dry-None,false,expert,Hantgan2018,,,
1401,1401,mǎ,dry-None,false,expert,Hantgan2018,,,
1402,1402,máá,dry-None,false,expert,Hantgan2018,,,
1403,1403,mǎyⁿ,dry-None,false,expert,Hantgan2018,,,
1404,1404,màyⁿ,dry-None,false,expert,Hantgan2018,,,
1405,1405,mǎ:ŋɛ́:,dry-None,false,expert,Hantgan2018,,,
1406,1406,kúrí,dust-None,false,expert,Hantgan2018,,,
1407,1407,kɔ̀ kɔ̀rɔ̌-y,dust-None,false,expert,Hantgan2018,,,
1408,1408,kù kɔ̀rɔ̌-y,dust-None,false,expert,Hantgan2018,,,
1409,1409,kùlɛ́ŋ kùlɛ̀,dust-None,false,expert,Hantgan2018,,,
1410,1410,collal,dust-None,false,expert,Hantgan2018,,,
1411,1411,kɔ́ŋɔ̀,dust-None,false,expert,Hantgan2018,,,
1412,1412,cɔ̄llɔ̀,dust-None,false,expert,Hantgan2018,,,
1413,1413,kúndálè,dust-None,false,expert,Hantgan2018,,,
1414,1414,kùlɛ̀ kúlɛ̀-ŋgò,dust-None,false,expert,Hantgan2018,,,
1415,1415,kɔ́ŋgɔ̀,dust-None,false,expert,Hantgan2018,,,
1416,1416,kùndàlè,dust-None,false,expert,Hantgan2018,,,
1417,1417,kɔ́ŋgɔ̀,dust-None,false,expert,Hantgan2018,,,
1418,1418,kùsúwò,dust-None,false,expert,Hantgan2018,,,
1419,1419,kúsôw,dust-None,false,expert,Hantgan2018,,,
1420,1420,kɔ́ŋgú,dust-None,false,expert,Hantgan2018,,,
1421,1421,kòŋgò,dust-None,false,expert,Hantgan2018,,,
1422,1422,pùrùgíⁿ,dust-None,false,expert,Hantgan2018,,,
1423,1423,úg gúnnɔ́,dust-None,false,expert,Hantgan2018,,,
1424,1424,kúsò,dust-None,false,expert,Hantgan2018,,,
1425,1425,úrⁿá,dust-None,false,expert,Hantgan2018,,,
1426,1426,kɔ́ŋɔ̀,dust-None,false,expert,Hantgan2018,,,
1427,1427,túló,ear-None,false,expert,Hantgan2018,,,
1428,1428,tàŋà,ear-None,false,expert,Hantgan2018,,,
1429,1429,sûn,ear-None,false,expert,Hantgan2018,,,
1430,1430,sú:rⁿù,ear-None,false,expert,Hantgan2018,,,
1431,1431,sùgùlè,ear-None,false,expert,Hantgan2018,,,
1432,1432,nowru,ear-None,false,expert,Hantgan2018,,,
1433,1433,sûn,ear-None,false,expert,Hantgan2018,,,
1434,1434,túwɔ́ lɛ̄wⁿ,ear-None,false,expert,Hantgan2018,,,
1435,1435,súgúlí,ear-None,false,expert,Hantgan2018,,,
1436,1436,súnù:,ear-None,false,expert,Hantgan2018,,,
1437,1437,súŋúrⁿì,ear-None,false,expert,Hantgan2018,,,
1438,1438,súgúlyè,ear-None,false,expert,Hantgan2018,,,
1439,1439,súŋúrⁿù,ear-None,false,expert,Hantgan2018,,,
1440,1440,hàɲê,ear-None,false,expert,Hantgan2018,,,
1441,1441,hàyⁿɛ̂,ear-None,false,expert,Hantgan2018,,,
1442,1442,súrⁿó,ear-None,false,expert,Hantgan2018,,,
1443,1443,sùŋùnù,ear-None,false,expert,Hantgan2018,,,
1444,1444,súgúrú,ear-None,false,expert,Hantgan2018,,,
1445,1445,súgúlú,ear-None,false,expert,Hantgan2018,,,
1446,1446,súgúrú,ear-None,false,expert,Hantgan2018,,,
1447,1447,sún,ear-None,false,expert,Hantgan2018,,,
1448,1448,súgùrù,ear-None,false,expert,Hantgan2018,,,
1449,1449,dúⁿ,eat-None,false,expert,Hantgan2018,,,
1450,1450,dīyà,eat-None,false,expert,Hantgan2018,,,
1451,1451,ɲɛ́,eat-None,false,expert,Hantgan2018,,,
1452,1452,ɲɛ́,eat-None,false,expert,Hantgan2018,,,
1453,1453,jɛ̂:,eat-None,false,expert,Hantgan2018,,,
1454,1454,ɲaamu-de,eat-None,false,expert,Hantgan2018,,,
1455,1455,ɲɛ́:,eat-None,false,expert,Hantgan2018,,,
1456,1456,dīgā,eat-None,false,expert,Hantgan2018,,,
1457,1457,ɲɛ́:,eat-None,false,expert,Hantgan2018,,,
1458,1458,kwɛ́,eat-None,false,expert,Hantgan2018,,,
1459,1459,kɔ́:,eat-None,false,expert,Hantgan2018,,,
1460,1460,ɲɛ́:,eat-None,false,expert,Hantgan2018,,,
1461,1461,ɲɛ́:,eat-None,false,expert,Hantgan2018,,,
1462,1462,wⁿǎ:,eat-None,false,expert,Hantgan2018,,,
1463,1463,ŋà:,eat-None,false,expert,Hantgan2018,,,
1464,1464,ɲɛ́,eat-None,false,expert,Hantgan2018,,,
1465,1465,ɲɔ́:,eat-None,false,expert,Hantgan2018,,,
1466,1466,ɲí:,eat-None,false,expert,Hantgan2018,,,
1467,1467,ńyɛ́,eat-None,false,expert,Hantgan2018,,,
1468,1468,lí,eat-None,false,expert,Hantgan2018,,,
1469,1469,ʔə́ɲɛ́,eat-None,false,expert,Hantgan2018,,,
1470,1470,ká:,eat-None,false,expert,Hantgan2018,,,
1471,1471,fàⁿ,egg-None,false,expert,Hantgan2018,,,
1472,1472,kúúⁿ,egg-None,false,expert,Hantgan2018,,,
1473,1473,tàrî:,egg-None,false,expert,Hantgan2018,,,
1474,1474,tàrî:,egg-None,false,expert,Hantgan2018,,,
1475,1475,pólé-ŋgè,egg-None,false,expert,Hantgan2018,,,
1476,1476,woofoon-de,egg-None,false,expert,Hantgan2018,,,
1477,1477,tárú,egg-None,false,expert,Hantgan2018,,,
1478,1478,bíyɛ̄wⁿ,egg-None,false,expert,Hantgan2018,,,
1479,1479,pólè,egg-None,false,expert,Hantgan2018,,,
1480,1480,pǒl-ŋgó,egg-None,false,expert,Hantgan2018,,,
1481,1481,tà:rî,egg-None,false,expert,Hantgan2018,,,
1482,1482,pòlè,egg-None,false,expert,Hantgan2018,,,
1483,1483,tárú,egg-None,false,expert,Hantgan2018,,,
1484,1484,gùŋgùrí,egg-None,false,expert,Hantgan2018,,,
1485,1485,gùŋgùrò,egg-None,false,expert,Hantgan2018,,,
1486,1486,tálɛ́,egg-None,false,expert,Hantgan2018,,,
1487,1487,pól-ŋgé,egg-None,false,expert,Hantgan2018,,,
1488,1488,tárú,egg-None,false,expert,Hantgan2018,,,
1489,1489,tálú,egg-None,false,expert,Hantgan2018,,,
1490,1490,tàrú,egg-None,false,expert,Hantgan2018,,,
1491,1491,tòl,egg-None,false,expert,Hantgan2018,,,
1492,1492,tâl,egg-None,false,expert,Hantgan2018,,,
1493,1493,séégíⁿ,eight-None,false,expert,Hantgan2018,,,
1494,1494,sáɡì,eight-None,false,expert,Hantgan2018,,,
1495,1495,gá:rà-y,eight-None,false,expert,Hantgan2018,,,
1496,1496,gá:rà-y,eight-None,false,expert,Hantgan2018,,,
1497,1497,sé:léwⁿ,eight-None,false,expert,Hantgan2018,,,
1498,1498,jetti,eight-None,false,expert,Hantgan2018,,,
1499,1499,gá:rà,eight-None,false,expert,Hantgan2018,,,
1500,1500,sɛ̄kī,eight-None,false,expert,Hantgan2018,,,
1501,1501,sé:lè,eight-None,false,expert,Hantgan2018,,,
1502,1502,sá:gì:,eight-None,false,expert,Hantgan2018,,,
1503,1503,gá:rɛ̀,eight-None,false,expert,Hantgan2018,,,
1504,1504,sè:lè,eight-None,false,expert,Hantgan2018,,,
1505,1505,gá:rà,eight-None,false,expert,Hantgan2018,,,
1506,1506,ʔíyákù,eight-None,false,expert,Hantgan2018,,,
1507,1507,yá:hâ,eight-None,false,expert,Hantgan2018,,,
1508,1508,gà gárà,eight-None,false,expert,Hantgan2018,,,
1509,1509,sé:lé,eight-None,false,expert,Hantgan2018,,,
1510,1510,sìlâ:,eight-None,false,expert,Hantgan2018,,,
1511,1511,gá gìrà,eight-None,false,expert,Hantgan2018,,,
1512,1512,gá:rà,eight-None,false,expert,Hantgan2018,,,
1513,1513,sá:gè,eight-None,false,expert,Hantgan2018,,,
1514,1514,gá gàrà,eight-None,false,expert,Hantgan2018,,,
1515,1515,kùmbɛ̀,elbow-None,false,expert,Hantgan2018,,,
1516,1516,tó tôw,elbow-None,false,expert,Hantgan2018,,,
1517,1517,tú tɔ̂w,elbow-None,false,expert,Hantgan2018,,,
1518,1518,soɓɓu-ndu,elbow-None,false,expert,Hantgan2018,,,
1519,1519,tɔ̌ŋ,elbow-None,false,expert,Hantgan2018,,,
1520,1520,sūgū,elbow-None,false,expert,Hantgan2018,,,
1521,1521,kóló kólò,elbow-None,false,expert,Hantgan2018,,,
1522,1522,kínjì:,elbow-None,false,expert,Hantgan2018,,,
1523,1523,tɔ̀ŋɔ̀ tɔ́ŋɔ̂,elbow-None,false,expert,Hantgan2018,,,
1524,1524,kúlù,elbow-None,false,expert,Hantgan2018,,,
1525,1525,tɔ́ tɔ́gú,elbow-None,false,expert,Hantgan2018,,,
1526,1526,kàmbɛ̀ tótóŋgó,elbow-None,false,expert,Hantgan2018,,,
1527,1527,kàmbù tò:tíyà:,elbow-None,false,expert,Hantgan2018,,,
