ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
1-7-10,,1,7,sībɛ̀,sībɛ̀,s i ³ b ɛ ¹,,Hantgan2016,,
3-7-10,,3,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
4-7-10,,4,7,jìré,jìré,dʒ i ¹ r e ⁵,,Heath2015,,
5-7-9,,5,7,gíré sè,gíré sè,ɡ i ⁵ r e ⁵ _ s e ¹,,Heath2015,,
18-7-9,,18,7,yite-re,yite-re,j i t e + r e,,Osborn1993,,
6-7-10,,6,7,jìré,jìré,dʒ i ¹ r e ⁵,,Heath2015,,
19-7-10,,19,7,ɲɔ̄gɔ̄ lɛ̄wⁿ,ɲɔ̄gɔ̄ lɛ̄wⁿ,ɲ ɔ ³ ɡ ɔ ³ _ l ɛ ³ w̃ ∼,,Heath2016jenaama,,
7-7-10,,7,7,gírè,gírè,ɡ i ⁵ r e ¹,,Heath2015,,
8-7-10,,8,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
9-7-10,,9,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
20-7-9,,20,7,gìrè,gìrè,ɡ i ¹ r e ¹,,Heath2015,,
10-7-10,,10,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
22-7-10,,22,7,mò:,mò:,m oː ¹,,HeathSONG2015,,
21-7-10,,21,7,mɔ̀:,mɔ̀:,m ɔː ¹,,Heath2005,,
11-7-10,,11,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
12-7-10,,12,7,jíró,jíró,dʒ i ⁵ r o ⁵,,Heath2015,,
13-7-9,,13,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
14-7-9,,14,7,gìré,gìré,ɡ i ¹ r e ⁵,,Heath2015,,
15-7-10,,15,7,jìró,jìró,dʒ i ¹ r o ⁵,,Heath2015,,
16-7-10,,16,7,gìdí yè,gìdí yè,ɡ i ¹ d i ⁵ _ j e ¹,,Heath2015,,
17-7-10,,17,7,gìrì ý,gìrì ý,ɡ i ¹ r i ¹ _ j ⁵,,Heath2015,,
2-7-8,,2,7,ɲɛ́dá,ɲɛ́dá,ɲ ɛ ⁵ d a ⁵,,Dumestre2011,,
1-7-11,,1,7,sìrìbì,sìrìbì,s i ¹ r i ¹ b i ¹,,Hantgan2016,,
3-7-11,,3,7,gìrè nûm,gìrè nûm,ɡ i ¹ r e ¹ _ n u ⁵¹ m,,Heath2015,,
4-7-11,,4,7,jìrè nûm,jìrè nûm,dʒ i ¹ r e ¹ _ n u ⁵¹ m,,Heath2015,,
5-7-10,,5,7,gíré mbùlù,gíré mbùlù,ɡ i ⁵ r e ⁵ _ m b u ¹ l u ¹,,Heath2015,,
18-7-10,,18,7,yeeso,yeeso,j e e s o,,Osborn1993,,
6-7-11,,6,7,jìrè pàrⁿá,jìrè pàrⁿá,dʒ i ¹ r e ¹ _ p a ¹ r̃ ∼ a ⁵,,Heath2015,,
19-7-11,,19,7,ɲāāɲì,ɲāāɲì,ɲ aː ³ ɲ i ¹,,Heath2016jenaama,,
7-7-11,,7,7,gìrè úmbúlú,gìrè úmbúlú,ɡ i ¹ r e ¹ _ u ⁵ m b u ⁵ l u ⁵,,Heath2015,,
8-7-11,,8,7,gìrò m̀bùlǎ:,gìrò m̀bùlǎ:,ɡ i ¹ r o ¹ _ m ¹ b u ¹ l aː ¹⁵,,Heath2015,,
9-7-11,,9,7,gìrè nɔ̌:,gìrè nɔ̌:,ɡ i ¹ r e ¹ _ n ɔː ¹⁵,,Heath2015,,
20-7-10,,20,7,gìrè mpûl,gìrè mpûl,ɡ i ¹ r e ¹ _ m p u ⁵¹ l,,Heath2015,,
10-7-11,,10,7,gìrè nǔm,gìrè nǔm,ɡ i ¹ r e ¹ _ n u ¹⁵ m,,Heath2015,,
11-7-11,,11,7,gìrè nòmgó,gìrè nòmgó,ɡ i ¹ r e ¹ _ n o ¹ m ɡ o ⁵,,Heath2015,,
12-7-11,,12,7,jìrò úmbúlú,jìrò úmbúlú,dʒ i ¹ r o ¹ _ u ⁵ m b u ⁵ l u ⁵,,Heath2015,,
13-7-10,,13,7,gìrè bàrⁿá,gìrè bàrⁿá,ɡ i ¹ r e ¹ _ b a ¹ r̃ ∼ a ⁵,,Heath2015,,
14-7-10,,14,7,gìrè m̀bùló,gìrè m̀bùló,ɡ i ¹ r e ¹ _ m ¹ b u ¹ l o ⁵,,Heath2015,,
15-7-11,,15,7,jìnǒ-ŋ,jìnǒ-ŋ,dʒ i ¹ n o ¹⁵ + ŋ,,Heath2015,,
16-7-11,,16,7,gìdè nòm,gìdè nòm,ɡ i ¹ d e ¹ _ n o ¹ m,,Heath2015,,
17-7-11,,17,7,gìrù pàlá,gìrù pàlá,ɡ i ¹ r u ¹ _ p a ¹ l a ⁵,,Heath2015,,
2-8-1,,2,8,biⁿ,biⁿ,b ĩ,,Dumestre2011,,
1-8-2,,1,8,tīwɔ̀,tīwɔ̀,t i ³ w ɔ ¹,,Hantgan2016,,
3-8-2,,3,8,yǎ:,yǎ:,j aː ¹⁵,,Heath2015,,
4-8-2,,4,8,yàɣá,yàɣá,j a ¹ ɣ a ⁵,,Heath2015,,
18-8-2,,18,8,boɓɓaa-de,boɓɓaa-de,b o ɓ ɓ a a + d e,,Osborn1993,,
6-8-2,,6,8,nǔm,nǔm,n u ¹⁵ m,,Heath2015,,
19-8-1,,19,8,sēwⁿ,sēwⁿ,s e ³ w̃ ∼,,Heath2016jenaama,,
7-8-2,,7,8,yɛ́gɛ́,yɛ́gɛ́,j ɛ ⁵ ɡ ɛ ⁵,,Heath2015,,
8-8-2,,8,8,dɛ̀ŋɛ́,dɛ̀ŋɛ́,d ɛ ¹ ŋ ɛ ⁵,,Heath2015,,
9-8-2,,9,8,yɛ̀gɛ́,yɛ̀gɛ́,j ɛ ¹ ɡ ɛ ⁵,,Heath2015,,
20-8-2,,20,8,dú:-lɛ̀,dú:-lɛ̀,d uː ⁵ + l ɛ ¹,,Heath2015,,
10-8-2,,10,8,nùmbɔ́,nùmbɔ́,n u ¹ m b ɔ ⁵,,Heath2015,,
21-8-2,,21,8,kâŋ,kâŋ,k a ⁵¹ ŋ,,Heath2005,,
22-8-2,,22,8,dò:rù,dò:rù,d oː ¹ r u ¹,,HeathSONG2015,,
12-8-2,,12,8,dúmbɔ́,dúmbɔ́,d u ⁵ m b ɔ ⁵,,Heath2015,,
13-8-2,,13,8,bàgá,bàgá,b a ¹ ɡ a ⁵,,Heath2015,,
14-8-2,,14,8,nùmbó,nùmbó,n u ¹ m b o ⁵,,Heath2015,,
15-8-2,,15,8,lǔw,lǔw,l u ¹⁵ w,,Heath2015,,
16-8-2,,16,8,pílé,pílé,p i ⁵ l e ⁵,,Heath2015,,
17-8-2,,17,8,nùmɔ́,nùmɔ́,n u ¹ m ɔ ⁵,,Heath2015,,
2-8-2,,2,8,noⁿu,noⁿu,n o ∼ u,,Dumestre2011,,
1-8-3,,1,8,yùndù,yùndù,j u ¹ n d u ¹,,Hantgan2016,,
3-8-3,,3,8,wⁿâ:wⁿ,wⁿâ:wⁿ,w̃ ∼ aː ⁵¹ w̃ ∼,,Heath2015,,
4-8-3,,4,8,wa᷈:w,wa᷈:w,w aː ¹⁵¹ w,,Heath2015,,
5-8-2,,5,8,wàgì,wàgì,w a ¹ ɡ i ¹,,Heath2015,,
18-8-3,,18,8,woɗɗu-de,woɗɗu-de,w o ɗ ɗ u + d e,,Osborn1993,,
6-8-3,,6,8,wàɣá,wàɣá,w a ¹ ɣ a ⁵,,Heath2015,,
19-8-2,,19,8,dāāⁿ,dāāⁿ,d ãː ∼ ³,,Heath2016jenaama,,
7-8-3,,7,8,wágù,wágù,w a ⁵ ɡ u ¹,,Heath2015,,
8-8-3,,8,8,wàgí-yè,wàgí-yè,w a ¹ ɡ i ⁵ + j e ¹,,Heath2015,,
9-8-3,,9,8,wàgá,wàgá,w a ¹ ɡ a ⁵,,Heath2015,,
20-8-3,,20,8,wàgè,wàgè,w a ¹ ɡ e ¹,,Heath2015,,
10-8-3,,10,8,wàgá,wàgá,w a ¹ ɡ a ⁵,,Heath2015,,
21-8-3,,21,8,mó:rù,mó:rù,m oː ⁵ r u ¹,,Heath2005,,
22-8-3,,22,8,mó:rû,mó:rû,m oː ⁵ r u ⁵¹,,HeathSONG2015,,
11-8-2,,11,8,wàgá,wàgá,w a ¹ ɡ a ⁵,,Heath2015,,
12-8-3,,12,8,wágá,wágá,w a ⁵ ɡ a ⁵,,Heath2015,,
13-8-3,,13,8,wàgá,wàgá,w a ¹ ɡ a ⁵,,Heath2015,,
14-8-3,,14,8,wàgé,wàgé,w a ¹ ɡ e ⁵,,Heath2015,,
15-8-3,,15,8,wà:gá,wà:gá,w aː ¹ ɡ a ⁵,,Heath2015,,
16-8-3,,16,8,wàjú,wàjú,w a ¹ dʒ u ⁵,,Heath2015,,
17-8-3,,17,8,wàgú,wàgú,w a ¹ ɡ u ⁵,,Heath2015,,
2-8-3,,2,8,télí,télí,t e ⁵ l i ⁵,,Dumestre2011,,
1-8-4,,1,8,wáá,wáá,w aː ⁵,,Hantgan2016,,
3-8-4,,3,8,ɔ̂wⁿm,ɔ̂wⁿm,ɔ ⁵¹ w̃ ∼ m,,Heath2015,,
4-8-4,,4,8,ɔ̂w,ɔ̂w,ɔ ⁵¹ w,,Heath2015,,
5-8-3,,5,8,jùŋgà,jùŋgà,dʒ u ¹ ŋ ɡ a ¹,,Heath2015,,
18-8-4,,18,8,yaawu-de,yaawu-de,j a a w u + d e,,Osborn1993,,
6-8-4,,6,8,ɔ́gù,ɔ́gù,ɔ ⁵ ɡ u ¹,,Heath2015,,
19-8-3,,19,8,bààhú-mā,bààhú-mā,b aː ¹ h u ⁵ + m a ³,,Heath2016jenaama,,
7-8-4,,7,8,ná:gá,ná:gá,n aː ⁵ ɡ a ⁵,,Heath2015,,
8-8-4,,8,8,dwɛ̌yⁿ-yè,dwɛ̌yⁿ-yè,d w ɛ ¹⁵ j ∼ + j e ¹,,Heath2015,,
9-8-4,,9,8,ɔ́gî,ɔ́gî,ɔ ⁵ ɡ i ⁵¹,,Heath2015,,
20-8-4,,20,8,nwá:gá,nwá:gá,n w aː ⁵ ɡ a ⁵,,Heath2015,,
10-8-4,,10,8,ɔ̂w,ɔ̂w,ɔ ⁵¹ w,,Heath2015,,
21-8-4,,21,8,támbá,támbá,t a ⁵ m b a ⁵,,Heath2005,,
22-8-4,,22,8,tàmbà,tàmbà,t a ¹ m b a ¹,,HeathSONG2015,,
11-8-3,,11,8,ɔ́ggɔ́,ɔ́ggɔ́,ɔ ⁵ ɡ ɡ ɔ ⁵,,Heath2015,,
12-8-4,,12,8,númá,númá,n u ⁵ m a ⁵,,Heath2015,,
13-8-4,,13,8,ɔ́gú,ɔ́gú,ɔ ⁵ ɡ u ⁵,,Heath2015,,
14-8-4,,14,8,ɔ́gú,ɔ́gú,ɔ ⁵ ɡ u ⁵,,Heath2015,,
15-8-4,,15,8,dɔ̀ymú-dà-ŋ́,dɔ̀ymú-dà-ŋ́,d ɔ ¹ j m u ⁵ + d a ¹ + ŋ ⁵,,Heath2015,,
16-8-4,,16,8,tèl,tèl,t e ¹ l,,Heath2015,,
17-8-4,,17,8,ɔ́gú,ɔ́gú,ɔ ⁵ ɡ u ⁵,,Heath2015,,
1-8-5,,1,8,bárⁿú,bárⁿú,b a ⁵ r̃ ∼ u ⁵,,Hantgan2016,,
3-8-5,,3,8,dóm búró-m,dóm búró-m,d o ⁵ m _ b u ⁵ r o ⁵ + m,,Heath2015,,
4-8-5,,4,8,dùgú,dùgú,d u ¹ ɡ u ⁵,,Heath2015,,
5-8-4,,5,8,bìgì,bìgì,b i ¹ ɡ i ¹,,Heath2015,,
18-8-5,,18,8,ɓuttu-de,ɓuttu-de,ɓ u t t u + d e,,Osborn1993,,
6-8-5,,6,8,déméré,déméré,d e ⁵ m e ⁵ r e ⁵,,Heath2015,,
19-8-4,,19,8,būrōŋ,būrōŋ,b u ³ r o ³ ŋ,,Heath2016jenaama,,
7-8-5,,7,8,bállà,bállà,b a ⁵ l l a ¹,,Heath2015,,
8-8-5,,8,8,bìní:,bìní:,b i ¹ n iː ⁵,,Heath2015,,
9-8-5,,9,8,démbíré,démbíré,d e ⁵ m b i ⁵ r e ⁵,,Heath2015,,
20-8-5,,20,8,bàgàlà,bàgàlà,b a ¹ ɡ a ¹ l a ¹,,Heath2015,,
10-8-5,,10,8,démbéré,démbéré,d e ⁵ m b e ⁵ r e ⁵,,Heath2015,,
21-8-5,,21,8,wàrgǒ:,wàrgǒ:,w a ¹ r ɡ oː ¹⁵,,Heath2005,,
22-8-5,,22,8,wàrgò,wàrgò,w a ¹ r ɡ o ¹,,HeathSONG2015,,
11-8-4,,11,8,bìnɛ́:,bìnɛ́:,b i ¹ n ɛː ⁵,,Heath2015,,
12-8-5,,12,8,bíní,bíní,b i ⁵ n i ⁵,,Heath2015,,
13-8-5,,13,8,déméré,déméré,d e ⁵ m e ⁵ r e ⁵,,Heath2015,,
14-8-5,,14,8,póó,póó,p oː ⁵,,Heath2015,,
15-8-5,,15,8,sɛ́w,sɛ́w,s ɛ ⁵ w,,Heath2015,,
16-8-5,,16,8,bǐn,bǐn,b i ¹⁵ n,,Heath2015,,
17-8-5,,17,8,dùgú,dùgú,d u ¹ ɡ u ⁵,,Heath2015,,
2-8-4,,2,8,túlú,túlú,t u ⁵ l u ⁵,,Dumestre2011,,
1-8-6,,1,8,ɲùwⁿɛ̀,ɲùwⁿɛ̀,ɲ u ¹ w̃ ∼ ɛ ¹,,Hantgan2016,,
3-8-6,,3,8,sî:ⁿ,sî:ⁿ,s ĩː ⁵¹ ∼,,Heath2015,,
4-8-6,,4,8,sî:ⁿ,sî:ⁿ,s ĩː ⁵¹ ∼,,Heath2015,,
5-8-5,,5,8,sìwò,sìwò,s i ¹ w o ¹,,Heath2015,,
18-8-6,,18,8,ɓelle-re,ɓelle-re,ɓ e l l e + r e,,Osborn1993,,
6-8-6,,6,8,sê:,sê:,s eː ⁵¹,,Heath2015,,
19-8-5,,19,8,tīyɛ̄,tīyɛ̄,t i ³ j ɛ ³,,Heath2016jenaama,,
7-8-6,,7,8,síwó,síwó,s i ⁵ w o ⁵,,Heath2015,,
8-8-6,,8,8,sî:-ŋgò,sî:-ŋgò,s iː ⁵¹ + ŋ ɡ o ¹,,Heath2015,,
9-8-6,,9,8,síyⁿɛ̂,síyⁿɛ̂,s i ⁵ j ∼ ɛ ¹⁵,,Heath2015,,
20-8-6,,20,8,nù:,nù:,n uː ¹,,Heath2015,,
10-8-6,,10,8,šíyè,šíyè,ʃ i ⁵ j e ¹,,Heath2015,,
21-8-6,,21,8,má:ní,má:ní,m aː ⁵ n i ⁵,,Heath2005,,
22-8-6,,22,8,má:nó,má:nó,m aː ⁵ n o ⁵,,HeathSONG2015,,
11-8-5,,11,8,sé:,sé:,s eː ⁵,,Heath2015,,
12-8-6,,12,8,sìyò,sìyò,s i ¹ j o ¹,,Heath2015,,
13-8-6,,13,8,nɔ̀wⁿɔ̀ síwé,nɔ̀wⁿɔ̀ síwé,n ɔ ¹ w̃ ∼ ɔ ¹ _ s i ⁵ w e ⁵,,Heath2015,,
14-8-6,,14,8,nàmà síyé,nàmà síyé,n a ¹ m a ¹ _ s i ⁵ j e ⁵,,Heath2015,,
15-8-6,,15,8,síwó,síwó,s i ⁵ w o ⁵,,Heath2015,,
16-8-6,,16,8,sɔ́ŋɔ̀,sɔ́ŋɔ̀,s ɔ ⁵ ŋ ɔ ¹,,Heath2015,,
17-8-6,,17,8,sî:,sî:,s iː ⁵¹,,Heath2015,,
2-8-5,,2,8,fà,fà,f a ¹,,Dumestre2011,,
1-8-7,,1,8,bɔ̀w,bɔ̀w,b ɔ ¹ w,,Hantgan2016,,
3-8-7,,3,8,bɔ̌:,bɔ̌:,b ɔː ¹⁵,,Heath2015,,
4-8-7,,4,8,bɔ̌:,bɔ̌:,b ɔː ¹⁵,,Heath2015,,
5-8-6,,5,8,bàw,bàw,b a ¹ w,,Heath2015,,
18-8-7,,18,8,abbi-raaɗo,abbi-raaɗo,a b b i + r a a ɗ o,,Osborn1993,,
6-8-7,,6,8,dě:,dě:,d eː ¹⁵,,Heath2015,,
7-8-7,,7,8,bá:,bá:,b aː ⁵,,Heath2015,,
8-8-7,,8,8,bǎ:,bǎ:,b aː ¹⁵,,Heath2015,,
9-8-7,,9,8,bǎ:,bǎ:,b aː ¹⁵,,Heath2015,,
20-8-7,,20,8,bɔ̀bɔ̀,bɔ̀bɔ̀,b ɔ ¹ b ɔ ¹,,Heath2015,,
10-8-7,,10,8,bǎ:,bǎ:,b aː ¹⁵,,Heath2015,,
21-8-7,,21,8,bɛ̀bɛ̀,bɛ̀bɛ̀,b ɛ ¹ b ɛ ¹,,Heath2005,,
22-8-7,,22,8,bà:bè,bà:bè,b aː ¹ b e ¹,,HeathSONG2015,,
11-8-6,,11,8,bá,bá,b a ⁵,,Heath2015,,
12-8-7,,12,8,bà:,bà:,b aː ¹,,Heath2015,,
13-8-7,,13,8,dè dé:,dè dé:,d e ¹ _ d eː ⁵,,Heath2015,,
14-8-7,,14,8,báá,báá,b aː ⁵,,Heath2015,,
15-8-7,,15,8,bá,bá,b a ⁵,,Heath2015,,
16-8-7,,16,8,dè:,dè:,d eː ¹,,Heath2015,,
17-8-7,,17,8,bá:,bá:,b aː ⁵,,Heath2015,,
1-8-8,,1,8,pìrⁿà,pìrⁿà,p i ¹ r̃ ∼ a ¹,,Hantgan2016,,
3-8-8,,3,8,ú:wí,ú:wí,uː ⁵ w i ⁵,,Heath2015,,
4-8-8,,4,8,ú:yí,ú:yí,uː ⁵ j i ⁵,,Heath2015,,
5-8-7,,5,8,díwɛ̀,díwɛ̀,d i ⁵ w ɛ ¹,,Heath2015,,
18-8-8,,18,8,hulu-de,hulu-de,h u l u + d e,,Osborn1993,,
6-8-8,,6,8,lɛ́:,lɛ́:,l ɛː ⁵,,Heath2015,,
19-8-6,,19,8,kwàⁿ,kwàⁿ,k w ã ¹ ∼,,Heath2016jenaama,,
7-8-8,,7,8,ní:wɔ́ ní:wɛ̀,ní:wɔ́ ní:wɛ̀,n iː ⁵ w ɔ ⁵ _ n iː ⁵ w ɛ ¹,,Heath2015,,
8-8-8,,8,8,íbí-yɛ́,íbí-yɛ́,i ⁵ b i ⁵ + j ɛ ⁵,,Heath2015,,
9-8-8,,9,8,ú:yí,ú:yí,uː ⁵ j i ⁵,,Heath2015,,
20-8-8,,20,8,ní:gɛ̀,ní:gɛ̀,n iː ⁵ ɡ ɛ ¹,,Heath2015,,
10-8-8,,10,8,lɛ́:,lɛ́:,l ɛː ⁵,,Heath2015,,
22-8-8,,22,8,hámbúrú,hámbúrú,h a ⁵ m b u ⁵ r u ⁵,,HeathSONG2015,,
21-8-8,,21,8,hàmbìrèy,hàmbìrèy,h a ¹ m b i ¹ r e ¹ j,,Heath2005,,
11-8-7,,11,8,ír-í:,ír-í:,i ⁵ r + iː ⁵,,Heath2015,,
12-8-8,,12,8,yó:ní-yó,yó:ní-yó,j oː ⁵ n i ⁵ + j o ⁵,,Heath2015,,
13-8-8,,13,8,líw-ì:,líw-ì:,l i ⁵ w + iː ¹,,Heath2015,,
14-8-8,,14,8,níŋí-yɛ́,níŋí-yɛ́,n i ⁵ ŋ i ⁵ + j ɛ ⁵,,Heath2015,,
15-8-8,,15,8,líw,líw,l i ⁵ w,,Heath2015,,
16-8-8,,16,8,íbí-yɛ́,íbí-yɛ́,i ⁵ b i ⁵ + j ɛ ⁵,,Heath2015,,
17-8-8,,17,8,lɛ́:,lɛ́:,l ɛː ⁵,,Heath2015,,
2-8-6,,2,8,kɛlɛ,kɛlɛ,k ɛ l ɛ,,Dumestre2011,,
1-8-9,,1,8,kóré,kóré,k o ⁵ r e ⁵,,Hantgan2016,,
3-8-9,,3,8,zàyá,zàyá,z a ¹ j a ⁵,,Heath2015,,
4-8-9,,4,8,jàyá,jàyá,dʒ a ¹ j a ⁵,,Heath2015,,
5-8-8,,5,8,ɲɔ́ŋɛ̀,ɲɔ́ŋɛ̀,ɲ ɔ ⁵ ŋ ɛ ¹,,Heath2015,,
18-8-9,,18,8,haɓu-de,haɓu-de,h a ɓ u + d e,,Osborn1993,,
6-8-9,,6,8,jɛ̀yɛ́,jɛ̀yɛ́,dʒ ɛ ¹ j ɛ ⁵,,Heath2015,,
19-8-7,,19,8,kɛ̄lɛ̄,kɛ̄lɛ̄,k ɛ ³ l ɛ ³,,Heath2016jenaama,,
7-8-9,,7,8,jáwⁿ-yⁿè,jáwⁿ-yⁿè,dʒ a ⁵ w̃ ∼ + j ∼ e ¹,,Heath2015,,
8-8-9,,8,8,já:ŋí-y,já:ŋí-y,dʒ aː ⁵ ŋ i ⁵ + j,,Heath2015,,
9-8-9,,9,8,jòrí-yé,jòrí-yé,dʒ o ¹ r i ⁵ + j e ⁵,,Heath2015,,
20-8-9,,20,8,jáyⁿ,jáyⁿ,dʒ a ⁵ j ∼,,Heath2015,,
10-8-9,,10,8,jàyá,jàyá,dʒ a ¹ j a ⁵,,Heath2015,,
21-8-9,,21,8,wàŋgù,wàŋgù,w a ¹ ŋ ɡ u ¹,,Heath2005,,
22-8-9,,22,8,gùrjèy,gùrjèy,ɡ u ¹ r dʒ e ¹ j,,HeathSONG2015,,
11-8-8,,11,8,zèjí,zèjí,z e ¹ dʒ i ⁵,,Heath2015,,
12-8-9,,12,8,yáŋí-yó,yáŋí-yó,j a ⁵ ŋ i ⁵ + j o ⁵,,Heath2015,,
13-8-9,,13,8,jày-î:,jày-î:,dʒ a ¹ j + iː ⁵¹,,Heath2015,,
14-8-9,,14,8,jàwí-yɛ́,jàwí-yɛ́,dʒ a ¹ w i ⁵ + j ɛ ⁵,,Heath2015,,
15-8-9,,15,8,zɔ̌ŋ,zɔ̌ŋ,z ɔ ¹⁵ ŋ,,Heath2015,,
16-8-9,,16,8,zá:ní-yⁿɛ́,zá:ní-yⁿɛ́,z aː ⁵ n i ⁵ + j ∼ ɛ ⁵,,Heath2015,,
17-8-9,,17,8,jàyɛ́:,jàyɛ́:,dʒ a ¹ j ɛː ⁵,,Heath2015,,
1-8-10,,1,8,kārà,kārà,k a ³ r a ¹,,Hantgan2016,,
3-8-10,,3,8,tɛ́mbí,tɛ́mbí,t ɛ ⁵ m b i ⁵,,Heath2015,,
4-8-10,,4,8,tɛ́mbú,tɛ́mbú,t ɛ ⁵ m b u ⁵,,Heath2015,,
5-8-9,,5,8,béló-ŋgè,béló-ŋgè,b e ⁵ l o ⁵ + ŋ ɡ e ¹,,Heath2015,,
18-8-10,,18,8,tawu-de,tawu-de,t a w u + d e,,Osborn1993,,
6-8-10,,6,8,tɛ́mɛ́,tɛ́mɛ́,t ɛ ⁵ m ɛ ⁵,,Heath2015,,
19-8-8,,19,8,kìlɛ̀,kìlɛ̀,k i ¹ l ɛ ¹,,Heath2016jenaama,,
7-8-10,,7,8,tɛ́mbɛ́,tɛ́mbɛ́,t ɛ ⁵ m b ɛ ⁵,,Heath2015,,
8-8-10,,8,8,dìnɛ̂:,dìnɛ̂:,d i ¹ n ɛː ⁵¹,,Heath2015,,
9-8-10,,9,8,tɛ́mbí,tɛ́mbí,t ɛ ⁵ m b i ⁵,,Heath2015,,
20-8-10,,20,8,témbé,témbé,t e ⁵ m b e ⁵,,Heath2015,,
10-8-10,,10,8,tɛ́mbɛ́,tɛ́mbɛ́,t ɛ ⁵ m b ɛ ⁵,,Heath2015,,
22-8-10,,22,8,dí:,dí:,d iː ⁵,,HeathSONG2015,,
21-8-10,,21,8,gàrù,gàrù,ɡ a ¹ r u ¹,,Heath2005,,
11-8-9,,11,8,tɛ́mbí,tɛ́mbí,t ɛ ⁵ m b i ⁵,,Heath2015,,
12-8-10,,12,8,yú:ndó,yú:ndó,j uː ⁵ n d o ⁵,,Heath2015,,
13-8-10,,13,8,tɛ́mɛ́,tɛ́mɛ́,t ɛ ⁵ m ɛ ⁵,,Heath2015,,
14-8-10,,14,8,tɛ́mbɛ́,tɛ́mbɛ́,t ɛ ⁵ m b ɛ ⁵,,Heath2015,,
15-8-10,,15,8,dìrⁿú,dìrⁿú,d i ¹ r̃ ∼ u ⁵,,Heath2015,,
16-8-10,,16,8,tɛ́mbɛ́,tɛ́mbɛ́,t ɛ ⁵ m b ɛ ⁵,,Heath2015,,
17-8-10,,17,8,tɛ́mɛ́,tɛ́mɛ́,t ɛ ⁵ m ɛ ⁵,,Heath2015,,
1-8-11,,1,8,nìī-ŋ̄-kūwⁿɛ̀ɛ̀,nìī-ŋ̄-kūwⁿɛ̀ɛ̀,n i ¹ i ³ + ŋ ³ + k u ³ w̃ ∼ ɛː ¹,,Hantgan2016,,
3-8-11,,3,8,nà: sìrî:,nà: sìrî:,n aː ¹ _ s i ¹ r iː ⁵¹,,Heath2015,,
4-8-11,,4,8,nà: sî:ⁿ,nà: sî:ⁿ,n aː ¹ _ s ĩː ⁵¹ ∼,,Heath2015,,
5-8-10,,5,8,nùmɛ́ sè,nùmɛ́ sè,n u ¹ m ɛ ⁵ _ s e ¹,,Heath2015,,
18-8-11,,18,8,feɗeendu,feɗeendu,f e ɗ e e n d u,,Osborn1993,,
6-8-11,,6,8,nùmò î:ⁿ,nùmò î:ⁿ,n u ¹ m o ¹ _ ĩː ⁵¹ ∼,,Heath2015,,
19-8-9,,19,8,sùgū kɔ̀ɔ̀njɛ́wⁿ,sùgū kɔ̀ɔ̀njɛ́wⁿ,s u ¹ ɡ u ³ _ k ɔː ¹ n dʒ ɛ ⁵ w̃ ∼,,Heath2016jenaama,,
7-8-11,,7,8,nɛ̀: sí:,nɛ̀: sí:,n ɛː ¹ _ s iː ⁵,,Heath2015,,
8-8-11,,8,8,nùmà sɛ́ndɔ̀:,nùmà sɛ́ndɔ̀:,n u ¹ m a ¹ _ s ɛ ⁵ n d ɔː ¹,,Heath2015,,
9-8-11,,9,8,là sìrî,là sìrî,l a ¹ _ s i ¹ r i ⁵¹,,Heath2015,,
20-8-11,,20,8,nɛ̀: sé,nɛ̀: sé,n ɛː ¹ _ s e ⁵,,Heath2015,,
10-8-11,,10,8,nùwⁿò šî:ⁿ,nùwⁿò šî:ⁿ,n u ¹ w̃ ∼ o ¹ _ ʃ ĩː ⁵¹ ∼,,Heath2015,,
22-8-11,,22,8,kàmbù kòbí:zò,kàmbù kòbí:zò,k a ¹ m b u ¹ _ k o ¹ b iː ⁵ z o ¹,,HeathSONG2015,,
21-8-11,,21,8,kàmbɛ̀ ýsè,kàmbɛ̀ ýsè,k a ¹ m b ɛ ¹ _ j ⁵ s e ¹,,Heath2005,,
11-8-10,,11,8,nùmà: íyɛ́,nùmà: íyɛ́,n u ¹ m aː ¹ _ i ⁵ j ɛ ⁵,,Heath2015,,
12-8-11,,12,8,nùmá sè-ŋgé,nùmá sè-ŋgé,n u ¹ m a ⁵ _ s e ¹ + ŋ ɡ e ⁵,,Heath2015,,
13-8-11,,13,8,nùmɔ̀ í:ⁿ,nùmɔ̀ í:ⁿ,n u ¹ m ɔ ¹ _ ĩː ⁵ ∼,,Heath2015,,
14-8-11,,14,8,nùmɔ̀ sǎ-y,nùmɔ̀ sǎ-y,n u ¹ m ɔ ¹ _ s a ¹⁵ + j,,Heath2015,,
15-8-11,,15,8,lɔ̀ ìrⁿú,lɔ̀ ìrⁿú,l ɔ ¹ _ i ¹ r̃ ∼ u ⁵,,Heath2015,,
16-8-11,,16,8,nùmà é:,nùmà é:,n u ¹ m a ¹ _ eː ⁵,,Heath2015,,
