PATTERN	Atlantic	Bangime	Dogon	Mande	Songhai	Examples	COGID
Atlantic:1 Dogon:2 Mande:1 Songhai:2	1	0	2	1	2	1	42	ANIMAL
Dogon:8	0	0	8	0	0	23	43 61 113 311 486 748 765 887 925 941 1026 1105 1913 1924 2021 2260 2572 2585 2844 3325 3380 3692 3797	ANIMAL, ANSWER, BACK, BLACKSMITH, BURN (SOMETHING), COLD, COME, DISEASE, DOG, DONKEY, DUST, ELBOW, HIDE (CONCEAL), HIP, HUSBAND, LIE DOWN, MONEY, MOON, OPEN, SEW, SHIT (DEFECATE), SPIN, STOMACH
Dogon:2 Songhai:2	0	0	2	0	2	12	68 119 673 1601 1637 2264 2351 2479 3199 3415 3590 4220	ANSWER, BACK, CHICKEN, FRIEND, GET, LIE DOWN, LOOK, MAT, RUN, SHORT, SMALL, TWENTY
Dogon:15	0	0	15	0	0	9	77 977 1170 1191 1694 2784 3598 3943 4434	ARMPIT, DRINK, EYE, FACE, GO OUT, NURSE, SMOKE, TEN, WOOD
Bangime:1 Dogon:1	0	1	1	0	0	26	88 112 122 143 221 362 425 575 614 976 991 1651 2346 2584 2640 2686 2828 3103 3292 3366 3597 3623 3709 4094 4348 4420	ARRIVE, BACK, BAD, BARK, BESIDE, BLOOD, BREAST, CARVE, CAT, DRINK, DRIP (FALL IN GLOBULES), GIVE BIRTH, LOOK, MOON, MOUTH, NECK, ONION, RIGHT, SELL, SHEEP, SMOKE, SNAKE, SPIRIT, TOMORROW, WET, WOMAN
Dogon:11 Songhai:2	0	0	11	0	2	3	89 1402 1886	ARRIVE, FIREWOOD, HEAVY
Bangime:1 Dogon:7	0	1	7	0	0	3	95 2469 2727	ASH, MAT, NINE
Dogon:9 Songhai:1	0	0	9	0	1	4	123 1043 2829 3058	BAD, EAR, ONION, RAIN (PRECIPITATION)
Dogon:3 Mande:1	0	0	3	1	0	12	125 368 424 574 694 953 2983 3142 3743 3774 3815 4071	BAD, BLOOD, BREAST, CARVE, CHILD, DOOR, PLACE (POSITION), ROOT, SPRING OR WELL, STEAL, SUCK, THROW
Songhai:1	0	0	0	0	1	113	135 167 185 184 232 308 340 339 353 463 484 515 548 561 572 573 587 650 707 706 723 760 759 829 828 960 988 989 1020 1054 1068 1102 1103 1132 1219 1335 1336 1588 1678 1706 1705 1752 1783 1782 1921 1999 2048 2049 2066 2167 2182 2230 2257 2292 2291 2324 2325 2339 2340 2378 2396 2429 2428 2441 2502 2579 2580 2610 2685 2739 2740 2794 2795 2925 2955 2974 3028 3046 3066 3096 3155 3254 3253 3285 3314 3377 3441 3542 3563 3607 3621 3655 3686 3685 3786 3827 3904 3903 3924 3923 3936 3937 3982 4016 4092 4171 4170 4197 4317 4340 4390 4462 4500	BAD, BEARD, BEAUTIFUL, BEAUTIFUL, BESIDE, BITTER, BLANKET, BLANKET, BLINK, BROOM, BUILD, BURY, CALL, CAMEL, CARRY ON HEAD, CARRY ON HEAD, CARVE, CHEEK, CHILD, CHILD, CHIN, COLD, COLD, COW, COW, DOOR, DRINK, DRINK, DRY, EAR, EAT, EIGHT, EIGHT, ELEPHANT, FALL, FIGHT, FIGHT, FOUR, GO, GO OUT, GO OUT, GOD, GOOD, GOOD, HIDE (CONCEAL), HOT, INJURE, INJURE, IRON, KNIFE, LADDER, LEAVE, LICK, LIFT, LIFT, LIMP, LIMP, LION, LION, LOOK FOR, LOUSE, MAIZE, MAIZE, MAN, MEAL, MONEY, MONEY, MOSQUE, NEAR, NINE, NINE, NURSE, NURSE, PERSON, PICK, PISS, PULL, PUMPKIN, RAIN (PRECIPITATION), RIB, ROOT, SAY, SAY, SEE, SEND, SHEEP, SHOW, SKY, SLEEP, SMOKE, SMOOTH, SOAP, SPEAR, SPEAR, STEAL, SUCK, SWIM, SWIM, TAIL, TAIL, TALK, TALK, THIGH, THINK, TIE, TOUCH, TOUCH, TRAVERSE, WATER, WEEK, WIFE, WRAPPER, YELLOW
Atlantic:1 Dogon:3 Songhai:1	1	0	3	0	1	1	146	BARK
Dogon:2 Mande:1	0	0	2	1	0	16	149 275 361 658 796 837 1207 1962 2158 2527 3052 3260 3529 3828 4112 4172	BARK, BIRD, BLOOD, CHEST, COTTON, CRY, FALL, HORSE, KNIFE, MEDICINE, RAIN (PRECIPITATION), SCALE, SKY, SUN, TONGS, TRAP (PITFALL)
Dogon:1 Songhai:1	0	0	1	0	1	15	154 475 586 724 1002 1146 1502 1850 2244 2840 2993 3095 3123 3699 3741	BARK, BUILD, CARVE, CHIN, DRIP (FALL IN GLOBULES), EMPTY, FOLD, HANG UP, LEFT, ONION, PLACE (POSITION), RIB, RIVER, SPIN, SPRING OR WELL
Bangime:1 Mande:1	0	1	0	1	0	20	155 664 674 761 904 1009 1041 1075 1119 1401 1727 1740 2294 2521 2621 2957 3873 4222 4319 4468	BEARD, CHICKEN, CHIEFTAIN, COME, DIVIDE, DRY, EAR, EGG, ELEPHANT, FIREWOOD, GOAT, GOD, LIGHT (WEIGHT), MEDICINE, MOUSE, PIG, SWEET, TWO, WEAVE, YEAR
Dogon:6	0	0	6	0	0	33	158 173 793 906 908 948 1324 1330 1790 1794 1973 1990 2038 2138 2139 2373 2491 2645 2718 2951 3085 3144 3190 3464 3492 3537 3614 3758 4088 4176 4288 4306 4449	BEARD, BEAUTIFUL, COTTON, DIVIDE, DIVIDE, DOOR, FIGHT, FIGHT, GRANDFATHER, GRANDFATHER, HOST, HOT, INJURE, KNEEL, KNEEL, LOOK FOR, MEAL, MOUTH, NIGHT, PICK, RIB, ROOT, RUN, SIMILAR, SIT, SKY, SMOOTH, STAR, TIE, TRAP (PITFALL), WALL (OF HOUSE), WATER, WORLD
Dogon:4	0	0	4	0	0	70	170 191 265 277 281 367 413 452 474 507 538 542 616 754 832 864 1022 1120 1122 1209 1261 1264 1315 1409 1411 1455 1480 1593 1648 1650 1667 1729 1774 1784 1945 2062 2285 2332 2425 2523 2568 2643 2655 2746 2800 2918 2958 2967 3104 3128 3188 3306 3484 3531 3580 3678 3730 3751 3808 3814 3830 3832 3893 3974 4036 4056 4273 4349 4431 4471	BEARD, BEGIN, BIG, BIRD, BIRD, BLOOD, BONE, BROOM, BUILD, BURY, CALL, CALL, CAT, COLD, CRY, DIE, DUST, ELEPHANT, ELEPHANT, FALL, FAT (OBESE), FAT (OBESE), FEAR (BE AFRAID), FISH, FISH, FLY (INSECT), FOAM, FRIEND, GIVE, GIVE, GO, GOAT, GOOD, GOOD, HONEY, IRON, LIFT, LION, MAIZE, MEDICINE, MONEY, MOUTH, NAME, NOBLE, OLD, PERSON, PIG, PISS, RIGHT, ROOF, RUN, SEND, SING, SKY, SLIP, SPEAR, SPIT, SPRING OR WELL, STRIKE OR BEAT, STRIKE OR BEAT, SUN, SUN, SWIM, THIGH, THORN, THROAT, VILLAGE, WET, WOMAN, YEAR
Bangime:1 Dogon:3	0	1	3	0	0	11	172 537 713 1847 1911 2416 2714 2980 3491 3926 4272	BEAUTIFUL, CALL, CHIN, HANG UP, HIDE (CONCEAL), MAIZE, NIGHT, PLACE (POSITION), SIT, TALK, VILLAGE
Dogon:8 Mande:1	0	0	8	1	0	4	189 2313 3230 3646	BEGIN, LIMP, SAND, SOAP
Bangime:1 Dogon:2	0	1	2	0	0	13	190 562 638 859 936 1279 1425 1802 3408 3609 4113 4213 4404	BEGIN, CARRY ON HEAD, CHEEK, DIE, DONKEY, FAT (ORGANIC SUBSTANCE), FIVE, GRASS, SHORT, SMOOTH, TONGS, TWENTY, WING
Bangime:1 Dogon:7 Mande:1 Songhai:1	0	1	7	1	1	1	203	BELLY
Dogon:5 Songhai:1	0	0	5	0	1	2	211 1528	BELLY, FOOT OR LEG
Dogon:4 Songhai:1	0	0	4	0	1	2	222 3796	BESIDE, STOMACH
Atlantic:1 Dogon:2	1	0	2	0	0	3	225 428 1138	BESIDE, BREAST, EMPTY
Mande:2	0	0	0	2	0	10	241 522 872 975 1189 2218 2468 3365 3622 3971	BETRAY, BUY, DIG, DRINK, FACE, LEAVE, MAT, SHEEP, SNAKE, THIGH
Atlantic:1 Dogon:11 Songhai:2	1	0	11	0	2	1	243	BETRAY
Bangime:1 Dogon:1 Mande:1 Songhai:2	0	1	1	1	2	2	256 2136	BIG, KNEEL
Bangime:1 Songhai:2	0	1	0	0	2	2	276 1104	BIRD, ELBOW
Dogon:7 Mande:1	0	0	7	1	0	6	288 437 472 613 1282 4239	BITE, BREATHE, BUILD, CAT, FAT (ORGANIC SUBSTANCE), URINE
Dogon:4 Songhai:2	0	0	4	0	2	3	293 3162 4224	BITE, ROTTEN, TWO
Bangime:1 Dogon:1 Songhai:1	0	1	1	0	1	3	295 1208 2365	BITTER, FALL, LOOK FOR
Dogon:11	0	0	11	0	0	8	296 524 1077 1734 2220 3037 3710 4489	BITTER, BUY, EGG, GOAT, LEAVE, PUMPKIN, SPIRIT, YELLOW
Bangime:1 Dogon:4	0	1	4	0	0	7	310 1942 3019 3259 3345 3757 4236	BLACKSMITH, HONEY, PULL, SCALE, SHARP, STAR, URINE
Mande:1 Songhai:1	0	0	0	1	1	9	316 1008 1529 1786 1987 2712 3023 3132 4373	BLACKSMITH, DRY, FOOT OR LEG, GRANDFATHER, HOT, NEW, PULL, ROOF, WHITE
Dogon:7	0	0	7	0	0	21	328 426 439 557 791 967 1045 1468 1671 2056 2763 2801 3017 3020 3161 3674 3874 4082 4115 4223 4470	BLANKET, BREAST, BREATHE, CAMEL, COTTON, DOVE, EAR, FLY (MOVE THROUGH AIR), GO, IRON, NOSE, OLD, PRICE, PULL, ROTTEN, SPEAR, SWEET, TIE, TONGS, TWO, YEAR
Dogon:6 Mande:1 Songhai:1	0	0	6	1	1	1	341	BLINK
Dogon:13	0	0	13	0	0	4	384 1652 1818 3243	BLUNT, GIVE BIRTH, HAIR, SAY
Dogon:8 Songhai:2	0	0	8	0	2	1	402	BODY
Atlantic:1 Dogon:1	1	0	1	0	0	4	404 556 2449 3051	BODY, CAMEL, MARKET, PUSH
Bangime:1 Dogon:1 Songhai:2	0	1	1	0	2	5	410 1021 1963 2861 3316	BONE, DUST, HORSE, ORPHAN, SEVEN
Dogon:10 Mande:1	0	0	10	1	0	3	411 3303 4185	BONE, SEND, TRAVERSE
Dogon:4 Mande:1	0	0	4	1	0	6	415 668 830 1941 2170 4456	BREAKFAST, CHICKEN, CRY, HONEY, LADDER, WRAPPER
Dogon:3 Songhai:1	0	0	3	0	1	6	417 459 1127 1136 1858 2011	BREAKFAST, BROOM, ELEPHANT, EMPTY, HANG UP, HUNDRED
Atlantic:1 Songhai:1	1	0	0	0	1	3	419 3115 4098	BREAKFAST, RIVER, TOMORROW
Dogon:1 Songhai:2	0	0	1	0	2	14	449 836 852 915 944 974 1289 1954 3579 3858 4184 4237 4287 4352	BREATHE, CRY, DEW, DIVIDE, DONKEY, DOVE, FAT (ORGANIC SUBSTANCE), HONEY, SLIP, SWEEP, TRAP (PITFALL), URINE, WALL (OF HOUSE), WET
Dogon:11 Songhai:1	0	0	11	0	1	2	505 1057	BURY, EAT
Bangime:1 Mande:1 Songhai:1	0	1	0	1	1	3	552 1342 3725	CAMEL, FIND, SPIT
Dogon:9	0	0	9	0	0	19	565 667 860 1091 1243 1361 1380 1745 1848 2433 2554 2687 2765 2959 3176 3572 3859 4214 4421	CARRY ON HEAD, CHICKEN, DIE, EIGHT, FAST, FINGER, FIRE, GOD, HANG UP, MAN, MILLET, NECK, NOSE, PIG, ROUGH, SLIP, SWEEP, TWENTY, WOMAN
Atlantic:1 Bangime:1 Dogon:11 Mande:2 Songhai:2	1	1	11	2	2	1	593	CASSAVA
Dogon:13 Mande:1	0	0	13	1	0	1	631	CAVE
Bangime:1 Dogon:8 Songhai:1	0	1	8	0	1	1	659	CHEST
Atlantic:1 Dogon:12 Songhai:2	1	0	12	0	2	1	676	CHIEFTAIN
Bangime:1 Dogon:2 Mande:1 Songhai:2	0	1	2	1	2	1	728	CLOUD
Mande:1 Songhai:2	0	0	0	1	2	5	774 2802 3047 3224 3291	COME BACK, OLD, PUSH, SAND, SELL
Atlantic:1 Songhai:2	1	0	0	0	2	2	794 3528	COTTON, SKIN
Bangime:1 Dogon:4 Mande:1 Songhai:2	0	1	4	1	2	2	800 1467	COUNTRY, FLY (MOVE THROUGH AIR)
Bangime:1 Dogon:16 Mande:1	0	1	16	1	0	1	816	COW
Bangime:1 Dogon:12	0	1	12	0	0	4	873 2085 2397 3816	DIG, JOINT, LUNG, SUCK
Dogon:2 Mande:1 Songhai:1	0	0	2	1	1	3	885 1807 4011	DISEASE, GRASS, THINK
Bangime:1 Songhai:1	0	1	0	0	1	2	886 3012	DISEASE, PRICE
Dogon:3 Songhai:2	0	0	3	0	2	1	934	DOG
Dogon:2 Songhai:1	0	0	2	0	1	14	956 1513 1517 1715 2160 2231 2299 2988 3150 3993 4141 4154 4405 4498	DOOR, FOOD, FOOD, GO UP (ASCEND), KNIFE, LEAVE, LIGHT (WEIGHT), PLACE (POSITION), ROOT, THING, TONGUE, TOOTH, WING, YELLOW
Dogon:12 Mande:1	0	0	12	1	0	4	990 3293 4143 4203	DRIP (FALL IN GLOBULES), SELL, TOOTH, TREE
Dogon:12	0	0	12	0	0	5	1010 1492 3212 3956 4369	DRY, FOLD, SALT, TESTICLES, WHITE
Atlantic:1 Mande:1	1	0	0	1	0	1	1025	DUST
Bangime:1 Dogon:1 Mande:2	0	1	1	2	0	2	1055 2742	EAT, NOBLE
Bangime:1 Dogon:7 Mande:2	0	1	7	2	0	1	1089	EIGHT
Dogon:1 Mande:2	0	0	1	2	0	2	1150 3793	ENTER, STOMACH
Dogon:14	0	0	14	0	0	5	1229 1426 2881 3073 3912	FAR, FIVE, PATH OR ROAD, RED, TAIL
Bangime:1 Dogon:5 Mande:1	0	1	5	1	0	2	1259 1478	FAT (OBESE), FOAM
Bangime:1 Dogon:13 Mande:1 Songhai:2	0	1	13	1	2	2	1290 2612	FATHER, MOTHER
Bangime:1 Mande:2	0	1	0	2	0	3	1322 1692 4051	FIGHT, GO OUT, THROAT
Dogon:14 Songhai:1	0	0	14	0	1	1	1343	FIND
Dogon:5 Songhai:2	0	0	5	0	2	3	1384 1407 4053	FIRE, FISH, THROAT
Dogon:15 Mande:1 Songhai:2	0	0	15	1	2	2	1439 2446	FLOWER, MARKET
Bangime:1 Dogon:10 Songhai:1	0	1	10	0	1	1	1542	FOREHEAD
Atlantic:1 Dogon:4 Songhai:1	1	0	4	0	1	1	1545	FOREHEAD
Dogon:6 Mande:1	0	0	6	1	0	5	1552 2070 2347 2916 2965	FORGET, JAW, LOOK, PERSON, PISS
Dogon:6 Mande:1 Songhai:2	0	0	6	1	2	1	1569	FORGIVE
Bangime:1 Dogon:8	0	1	8	0	0	2	1570 2946	FORGIVE, PICK
Atlantic:1 Bangime:1 Dogon:9 Mande:1	1	1	9	1	0	1	1575	FOUR
Dogon:6 Songhai:1	0	0	6	0	1	3	1583 2386 4411	FOUR, LOUSE, WING
Dogon:5 Mande:1	0	0	5	1	0	3	1609 2326 4347	FULL, LION, WET
Dogon:8 Songhai:1	0	0	8	0	1	1	1615	FULL
Bangime:1 Dogon:12 Mande:2	0	1	12	2	0	1	1628	GET
Dogon:6 Mande:2	0	0	6	2	0	1	1644	GIVE
Bangime:1 Dogon:2 Songhai:2	0	1	2	0	2	1	1645	GIVE
Bangime:1 Dogon:14 Mande:1	0	1	14	1	0	3	1679 3048 4438	GO DOWN (DESCEND), PUSH, WORK (LABOUR)
Dogon:10 Mande:1 Songhai:1	0	0	10	1	1	1	1707	GO UP (ASCEND)
Atlantic:1 Bangime:1 Dogon:13 Mande:2	1	1	13	2	0	1	1758	GOLD
Bangime:1 Dogon:13	0	1	13	0	0	3	1830 2814 3430	HAND, ONE, SHOW
Bangime:1 Dogon:11 Mande:1	0	1	11	1	0	1	1859	HEAD
Atlantic:1 Bangime:1 Dogon:3	1	1	3	0	0	2	1873 3187	HEAR, RUN
Bangime:1 Dogon:14	0	1	14	0	0	2	1899 4158	HELP, TOUCH
Dogon:2 Mande:1 Songhai:2	0	0	2	1	2	2	1922 3329	HIP, SEW
Bangime:1 Dogon:3 Mande:1	0	1	3	1	0	2	1923 4286	HIP, WALL (OF HOUSE)
Bangime:1 Dogon:14 Songhai:1	0	1	14	0	1	1	1955	HORN (ANATOMY)
Atlantic:1 Bangime:1 Dogon:2	1	1	2	0	0	1	1972	HOST
Atlantic:1 Bangime:1 Dogon:11 Mande:1 Songhai:1	1	1	11	1	1	1	2006	HUNDRED
Bangime:1 Mande:1 Songhai:2	0	1	0	1	2	1	2016	HUSBAND
Atlantic:1 Bangime:1 Dogon:4	1	1	4	0	0	2	2037 3127	INJURE, ROOF
Bangime:1 Dogon:6	0	1	6	0	0	4	2068 3112 3986 4005	JAW, RIVER, THING, THINK
Dogon:3 Mande:1 Songhai:2	0	0	3	1	2	1	2105	KILL
Dogon:9 Mande:1 Songhai:2	0	0	9	1	2	1	2117	KNEE
Bangime:1 Dogon:8 Mande:1	0	1	8	1	0	2	2154 3273	KNIFE, SEE
Bangime:1 Dogon:9	0	1	9	0	0	3	2171 2674 3775	LADDER, NEAR, STEAL
Bangime:1 Dogon:5	0	1	5	0	0	4	2186 2314 2654 3807	LAUGH, LIMP, NAME, STRIKE OR BEAT
Dogon:10 Songhai:2	0	0	10	0	2	1	2203	LEAF
Bangime:1 Dogon:2 Songhai:1	0	1	2	0	1	1	2233	LEFT
Atlantic:1 Dogon:9	1	0	9	0	0	1	2234	LEFT
Dogon:13 Songhai:1	0	0	13	0	1	1	2247	LICK
Bangime:1 Dogon:6 Mande:1	0	1	6	1	0	1	2384	LOUSE
Bangime:1 Dogon:5 Mande:1 Songhai:2	0	1	5	1	2	1	2451	MARROW
Atlantic:1 Dogon:6	1	0	6	0	0	1	2453	MARROW
Bangime:1 Dogon:16	0	1	16	0	0	4	2508 3510 3660 3845	MEAT, SIX, SONG, SWALLOW
Atlantic:1 Dogon:10 Mande:2 Songhai:1	1	0	10	2	1	1	2599	MOSQUE
Atlantic:1 Mande:1 Songhai:2	1	0	0	1	2	1	2689	NECK
Bangime:1 Dogon:15 Mande:1	0	1	15	1	0	1	2706	NEW
Atlantic:1 Dogon:3	1	0	3	0	0	3	2744 2917 3958	NOBLE, PERSON, TESTICLES
Mande:2 Songhai:2	0	0	0	2	2	2	2761 3206	NOSE, SALT
Bangime:1 Dogon:3 Mande:1 Songhai:2	0	1	3	1	2	1	2767	NOW
Atlantic:1 Dogon:2 Mande:1	1	0	2	1	0	2	2827 3643	ONION, SOAP
Dogon:11 Mande:2 Songhai:2	0	0	11	2	2	1	2998	POCKET
Dogon:4 Mande:2	0	0	4	2	0	1	3011	PRICE
Atlantic:1 Dogon:1 Songhai:1	1	0	1	0	1	1	3040	PUMPKIN
Bangime:1 Dogon:11 Mande:1 Songhai:1	0	1	11	1	1	1	3067	RAW
Dogon:7 Songhai:2	0	0	7	0	2	1	3108	RIGHT
Bangime:1 Dogon:15 Songhai:2	0	1	15	0	2	1	3391	SHOE
Bangime:1 Dogon:11 Songhai:1	0	1	11	0	1	1	3443	SICKLE OR SCYTHE
Bangime:1 Dogon:11	0	1	11	0	0	2	3477 4023	SING, THORN
Dogon:14 Mande:1	0	0	14	1	0	1	3525	SKIN
Bangime:1 Dogon:2 Mande:1 Songhai:1	0	1	2	1	1	1	3545	SLAVE
Dogon:12 Mande:1 Songhai:1	0	0	12	1	1	1	3547	SLAVE
Bangime:1 Dogon:4 Mande:1	0	1	4	1	0	1	3581	SMALL
Dogon:7 Songhai:1	0	0	7	0	1	1	3973	THIGH
Atlantic:1 Bangime:1 Dogon:16	1	1	16	0	0	1	4038	THREE
Dogon:9 Songhai:2	0	0	9	0	2	1	4070	THROW
Dogon:11 Mande:1 Songhai:1	0	0	11	1	1	1	4129	TONGUE
Bangime:1 Dogon:6 Songhai:1	0	1	6	0	1	1	4255	VAGINA
Dogon:1 Mande:1 Songhai:1	0	0	1	1	1	1	4260	VAGINA
Dogon:2 Mande:2	0	0	2	2	0	1	4271	VILLAGE
Dogon:5 Mande:2	0	0	5	2	0	2	4304 4403	WATER, WING
Dogon:15 Mande:1 Songhai:1	0	0	15	1	1	1	4318	WEAVE
Bangime:1 Dogon:10 Mande:1	0	1	10	1	0	1	4327	WEEK
Bangime:1 Dogon:1 Mande:1	0	1	1	1	0	1	4366	WHITE
Dogon:1 Mande:1 Songhai:2	0	0	1	1	2	1	4444	WORK (LABOUR)
Atlantic:1 Bangime:1 Dogon:10 Mande:1 Songhai:1	1	1	10	1	1	1	4445	WORLD
